Row,Name,Species,Species.Eq.1,Species.Eq.2,Species.Eq.3,Species.Eq.4,Species.Eq.5,Species.Eq.6,Species.Eq.7,Weight_g,Weight_g.Ln,Weight_g.Ln.Model.4,Weight_g.Ln.Model.4.Exp,Weight_g.Ln.Model.4.Resid,Length_cm,Length_cm.Ln,Height_pct,Height_pct.Ln,Width_pct,Width_pct.Ln,,,
33,Bream,1,1,0,0,0,0,0,0,925,6.82979373751242,6.95922473203665,1052.81702545664,-0.12943099452422,45.3,3.81330703248899,41.4,3.72328088083127,14.9,2.70136121295141,,,
34,Bream,1,1,0,0,0,0,0,0,975,6.88243747099785,6.97921699208681,1074.07702683937,-0.0967795210889646,45.9,3.8264651170665,40.6,3.70376806660769,14.7,2.68784749378469,,,
35,Bream,1,1,0,0,0,0,0,0,950,6.85646198459459,6.93645595068514,1029.11650467668,-0.0799939660905515,46.5,3.83945231259331,37.9,3.63495111208838,13.7,2.61739583283408,,,
36,Whitefish,2,0,1,0,0,0,0,0,270,5.59842195899838,5.59518442493786,269.127279297455,0.00323753406051441,28.7,3.35689712276558,29.2,3.37416870927424,14.8,2.69462718077007,,,
37,Whitefish,2,0,1,0,0,0,0,0,270,5.59842195899838,5.61494610253968,274.498584020133,-0.0165241435413046,29.3,3.37758751602302,27.8,3.32503602069659,14.5,2.67414864942653,,,
38,Whitefish,2,0,1,0,0,0,0,0,306,5.72358510195238,5.80734314156582,332.733923336079,-0.0837580396134427,30.8,3.42751468997953,28.5,3.3499040872746,15.2,2.72129542785223,,,
39,Whitefish,2,0,1,0,0,0,0,0,540,6.29156913955832,6.30014425131934,544.650471008558,-0.00857511176101777,34,3.52636052461616,31.6,3.45315712059287,19.3,2.96010509591084,,,
40,Whitefish,2,0,1,0,0,0,0,0,800,6.68461172766793,6.64234680310834,766.892628851475,0.0422649245595847,39.6,3.67882911826043,29.7,3.39114704580865,16.6,2.8094026953625,,,
41,Whitefish,2,0,1,0,0,0,0,0,1000,6.90775527898214,6.84440044268647,938.610361568715,0.0633548362956713,43.5,3.77276093809464,28.4,3.34638914516716,15,2.70805020110221,,,
42,Roach,3,0,0,1,0,0,0,0,40,3.68887945411394,3.6172576649199,37.2353159685132,0.0716217891940389,16.2,2.78501124223834,25.6,3.24259235148552,14,2.63905732961526,,,
43,Roach,3,0,0,1,0,0,0,0,69,4.23410650459726,4.30989995682176,74.4330420497537,-0.0757934522245014,20.3,3.01062088604774,26.1,3.26193531432865,13.9,2.63188884013665,,,
44,Roach,3,0,0,1,0,0,0,0,78,4.35670882668959,4.43874567974953,84.6686734089049,-0.0820368530599334,21.2,3.05400118167797,26.3,3.26956893918372,13.7,2.61739583283408,,,
45,Roach,3,0,0,1,0,0,0,0,87,4.46590811865458,4.57559795907277,97.0860752831395,-0.10968984041819,22.2,3.10009228887823,25.3,3.23080439573347,14.3,2.66025953726586,,,
46,Roach,3,0,0,1,0,0,0,0,120,4.78749174278205,4.70436069910935,110.427665871314,0.0831310436726982,22.2,3.10009228887823,28,3.3322045101752,16.1,2.77881927199042,,,
47,Roach,3,0,0,1,0,0,0,0,,,,,,22.8,3.1267605359604,28.4,3.34638914516716,14.7,2.68784749378469,,,
48,Roach,3,0,0,1,0,0,0,0,110,4.70048036579242,4.74581635345763,115.101730855713,-0.0453359876652124,23.1,3.13983261752775,26.7,3.2846635654062,14.7,2.68784749378469,,,
49,Roach,3,0,0,1,0,0,0,0,120,4.78749174278205,4.77164145053606,118.11295950899,0.0158502922459869,23.7,3.16547504814109,25.8,3.25037449192757,13.9,2.63188884013665,,,
50,Roach,3,0,0,1,0,0,0,0,150,5.01063529409626,4.88278471486,131.997728599662,0.127850579236256,24.7,3.20680324363393,23.5,3.15700042115011,15.2,2.72129542785223,,,
51,Roach,3,0,0,1,0,0,0,0,145,4.97673374242057,4.91026134050904,135.674867114485,0.0664724019115344,24.3,3.1904763503465,27.3,3.30688670219091,14.6,2.68102152871429,,,
52,Roach,3,0,0,1,0,0,0,0,160,5.07517381523383,5.06207962842262,157.918587054619,0.0130941868112089,25.3,3.23080439573347,27.8,3.32503602069659,15.1,2.71469474382088,,,
53,Roach,3,0,0,1,0,0,0,0,140,4.9416424226093,4.92034384706719,137.049729233104,0.0212985755421116,25,3.2188758248682,26.2,3.26575941076705,13.3,2.58776403522771,,,
54,Roach,3,0,0,1,0,0,0,0,160,5.07517381523383,4.97541722944049,144.809231220228,0.0997565857933385,25,3.2188758248682,25.6,3.24259235148552,15.2,2.72129542785223,,,
55,Roach,3,0,0,1,0,0,0,0,169,5.12989871492307,5.24313417999132,189.262356095605,-0.113235465068242,27.2,3.30321697330195,27.7,3.32143241319329,14.1,2.64617479738412,,,
56,Roach,3,0,0,1,0,0,0,0,161,5.08140436498446,5.12391747424478,167.992187315042,-0.0425131092603177,26.7,3.2846635654062,25.9,3.25424296870549,13.6,2.61006979274201,,,
57,Roach,3,0,0,1,0,0,0,0,200,5.29831736654804,5.24225937536644,189.096860909709,0.0560579911815955,26.8,3.28840188751681,27.6,3.3178157727231,15.4,2.73436750941958,,,
58,Roach,3,0,0,1,0,0,0,0,180,5.19295685089021,5.25963937007448,192.412089226359,-0.0666825191842673,27.9,3.32862668882732,25.4,3.23474917402449,14,2.63905732961526,,,
59,Roach,3,0,0,1,0,0,0,0,290,5.66988092298052,5.56546010306203,261.245375859235,0.10442081991849,29.2,3.37416870927424,30.4,3.41444260841218,15.4,2.73436750941958,,,
60,Roach,3,0,0,1,0,0,0,0,272,5.605802066296,5.66032938693754,287.243241146958,-0.0545273206415375,30.6,3.42100000895834,28,3.3322045101752,15.6,2.74727091425549,,,
61,Roach,3,0,0,1,0,0,0,0,390,5.96614673912369,6.03588645710871,418.16933456611,-0.069739717985021,35,3.55534806148941,27.1,3.29953372788566,15.3,2.72785282839839,,,
62,Parkki,4,0,0,0,1,0,0,0,55,4.00733318523247,4.01622380871251,55.4911644351694,-0.00889062348003566,16.5,2.80336038090653,41.5,3.72569342723665,14.1,2.64617479738412,,,
63,Parkki,4,0,0,0,1,0,0,0,60,4.0943445622221,4.08530867779825,59.460288989877,0.00903588442384784,17.4,2.85647020622048,37.8,3.63230910262554,13.3,2.58776403522771,,,
64,Parkki,4,0,0,0,1,0,0,0,90,4.49980967033027,4.47779199155924,88.0400647007063,0.0220176787710216,19.8,2.98568193770049,37.4,3.62167070442049,13.5,2.60268968544438,,,
65,Parkki,4,0,0,0,1,0,0,0,120,4.78749174278205,4.74095411222367,114.543436853808,0.0465376305583804,21.3,3.05870707271538,39.4,3.67376581630389,13.7,2.61739583283408,,,
66,Parkki,4,0,0,0,1,0,0,0,150,5.01063529409626,4.93558718394153,139.15482802793,0.0750481101547233,22.4,3.10906095886099,39.7,3.68135118769314,14.7,2.68784749378469,,,
67,Parkki,4,0,0,0,1,0,0,0,140,4.9416424226093,4.97406554757906,144.613627435846,-0.0324231249697569,23.2,3.14415227867226,36.8,3.60549784517489,14.2,2.65324196460721,,,
68,Parkki,4,0,0,0,1,0,0,0,170,5.13579843705026,5.05500081356593,156.804657915044,0.0807976234843295,23.2,3.14415227867226,40.5,3.70130197411249,14.7,2.68784749378469,,,
69,Parkki,4,0,0,0,1,0,0,0,145,4.97673374242057,5.108109520133,165.357454262625,-0.131375777712426,24.1,3.18221184049661,40.4,3.6988297849671,13.1,2.57261223020711,,,
70,Parkki,4,0,0,0,1,0,0,0,200,5.29831736654804,5.35222186744721,211.076761827507,-0.0539045008991748,25.8,3.25037449192757,40.1,3.69137633431252,14.2,2.65324196460721,,,
71,Parkki,4,0,0,0,1,0,0,0,273,5.60947179518496,5.61377591926633,274.177558234689,-0.00430412408136949,28,3.3322045101752,39.6,3.67882911826043,14.8,2.69462718077007,,,
72,Parkki,4,0,0,0,1,0,0,0,300,5.7037824746562,5.70632125090573,300.762600501275,-0.00253877624953169,29,3.36729582998647,39.2,3.66867674679642,14.6,2.68102152871429,,,
73,Smelt,5,0,0,0,0,1,0,0,6.7,1.90210752639692,1.75144264294646,5.76291050413992,0.150664883450459,10.8,2.37954613413017,16.1,2.77881927199042,9.7,2.27212588550934,,,
74,Smelt,5,0,0,0,0,1,0,0,7.5,2.01490302054226,2.01965029552595,7.53568920859506,-0.00474727498368432,11.6,2.45100509811232,17,2.83321334405622,10,2.30258509299405,,,
75,Smelt,5,0,0,0,0,1,0,0,7,1.94591014905531,1.92802826147156,6.87593931235462,0.0178818875837494,11.6,2.45100509811232,14.9,2.70136121295141,9.9,2.29253475714054,,,
76,Smelt,5,0,0,0,0,1,0,0,9.7,2.27212588550934,2.24416482199452,9.4325344205588,0.0279610635148169,12,2.484906649788,18.3,2.90690105984738,11.5,2.4423470353692,,,
77,Smelt,5,0,0,0,0,1,0,0,9.8,2.28238238567653,2.22956969700478,9.29586518011567,0.0528126886717457,12.4,2.51769647261099,16.8,2.82137888640921,10.3,2.33214389523559,,,
78,Smelt,5,0,0,0,0,1,0,0,8.7,2.16332302566054,2.22858823359687,9.28674610434815,-0.0652652079363358,12.6,2.53369681395743,15.7,2.75366071235426,10.2,2.32238772029023,,,
79,Smelt,5,0,0,0,0,1,0,0,10,2.30258509299405,2.37371049857038,10.7371586738295,-0.0711254055763346,13.1,2.57261223020711,16.9,2.82731362192903,9.8,2.28238238567653,,,
80,Smelt,5,0,0,0,0,1,0,0,9.9,2.29253475714054,2.32303645755931,10.2066192669952,-0.0305017004187706,13.1,2.57261223020711,16.9,2.82731362192903,8.9,2.18605127673809,,,
81,Smelt,5,0,0,0,0,1,0,0,9.8,2.28238238567653,2.32633230631268,10.2403142366429,-0.0439499206361562,13.2,2.58021682959233,16.7,2.81540871942271,8.7,2.16332302566054,,,
82,Smelt,5,0,0,0,0,1,0,0,12.2,2.50143595173921,2.42118043384031,11.2591421459898,0.0802555178989,13.4,2.59525470695687,15.6,2.74727091425549,10.4,2.34180580614733,,,
83,Smelt,5,0,0,0,0,1,0,0,13.4,2.59525470695687,2.48423342115703,11.9919239752389,0.11102128579984,13.5,2.60268968544438,18,2.89037175789616,9.4,2.24070968927596,,,
84,Smelt,5,0,0,0,0,1,0,0,12.2,2.50143595173921,2.47680792592129,11.9032077893368,0.0246280258179254,13.8,2.62466859216316,16.5,2.80336038090653,9.1,2.2082744135228,,,
85,Smelt,5,0,0,0,0,1,0,0,19.7,2.98061863574394,3.06993339636431,21.5404679537438,-0.089314760620363,15.2,2.72129542785223,18.9,2.9391619220656,13.6,2.61006979274201,,,
86,Smelt,5,0,0,0,0,1,0,0,19.9,2.99071973173045,3.15104081429618,23.3603657348756,-0.160321082565736,16.2,2.78501124223834,18.1,2.89591193827178,11.6,2.45100509811232,,,
87,Pike,6,0,0,0,0,0,1,0,200,5.29831736654804,5.38057434276194,217.146956399398,-0.0822569762139027,34.8,3.54961738678043,16,2.77258872223978,9.7,2.27212588550934,,,
88,Pike,6,0,0,0,0,0,1,0,300,5.7037824746562,5.65943688180263,286.986989449254,0.0443455928535759,37.8,3.63230910262554,15.1,2.71469474382088,11,2.39789527279837,,,
89,Pike,6,0,0,0,0,0,1,0,300,5.7037824746562,5.76134121596078,317.774247122022,-0.0575587413045824,38.8,3.65842024662923,15.3,2.72785282839839,11.3,2.42480272571829,,,
90,Pike,6,0,0,0,0,0,1,0,300,5.7037824746562,5.80046054337585,330.45171221769,-0.0966780687196476,39.8,3.68386691229039,15.8,2.76000994003292,10.1,2.31253542384721,,,
91,Pike,6,0,0,0,0,0,1,0,430,6.06378520868761,5.99771684157583,402.508752343835,0.0660683671117814,40.5,3.70130197411249,18,2.89037175789616,11.3,2.42480272571829,,,
92,Pike,6,0,0,0,0,0,1,0,345,5.84354441703136,5.86088856945717,351.035925281321,-0.017344152425812,41,3.71357206670431,15.6,2.74727091425549,9.7,2.27212588550934,,,
93,Pike,6,0,0,0,0,0,1,0,456,6.12249280951439,6.1821212232109,484.017577502401,-0.0596284136965144,45.5,3.8177123259569,16,2.77258872223978,9.5,2.2512917986065,,,
94,Pike,6,0,0,0,0,0,1,0,510,6.23441072571837,6.15621709412172,471.640524187235,0.0781936315966512,45.5,3.8177123259569,15,2.70805020110221,9.8,2.28238238567653,,,
95,Pike,6,0,0,0,0,0,1,0,540,6.29156913955832,6.32833209844036,560.221420000662,-0.0367629588820426,45.8,3.82428409112014,17,2.83321334405622,11.2,2.41591377830105,,,
96,Pike,6,0,0,0,0,0,1,0,500,6.21460809842219,6.31716957679802,554.002709094731,-0.102561478375828,48,3.87120101090789,14.5,2.67414864942653,10.2,2.32238772029023,,,
97,Pike,6,0,0,0,0,0,1,0,567,6.34035930372775,6.41508799894692,610.994525327248,-0.0747286952191644,48.7,3.88567903008854,16,2.77258872223978,10,2.30258509299405,,,
98,Pike,6,0,0,0,0,0,1,0,770,6.64639051484773,6.55021126441227,699.391914830961,0.0961792504354566,51.2,3.93573953204546,15,2.70805020110221,10.5,2.35137525716348,,,
99,Pike,6,0,0,0,0,0,1,0,950,6.85646198459459,6.8570360796291,950.545546865678,-0.000574095034513888,55.1,4.00914971615887,16.2,2.78501124223834,11.2,2.41591377830105,,,
100,Pike,6,0,0,0,0,0,1,0,1250,7.13089883029635,7.18835769104885,1323.92712183253,-0.0574588607525,59.7,4.08933202039856,17.9,2.88480071284671,11.7,2.45958884180371,,,
101,Pike,6,0,0,0,0,0,1,0,1600,7.37775890822787,7.17934542878472,1312.04914749677,0.198413479443155,64,4.15888308335967,15,2.70805020110221,9.6,2.26176309847379,,,
102,Pike,6,0,0,0,0,0,1,0,1550,7.34601020991329,7.17934542878472,1312.04914749677,0.166664781128575,64,4.15888308335967,15,2.70805020110221,9.6,2.26176309847379,,,
103,Pike,6,0,0,0,0,0,1,0,1650,7.40853056689463,7.4728432288393,1759.60253270801,-0.0643126619446743,68,4.21950770517611,15.9,2.76631910922619,11,2.39789527279837,,,
104,Perch,7,0,0,0,0,0,0,1,5.9,1.77495235091167,1.90200934359912,6.69934220754723,-0.127056992687448,8.8,2.17475172148416,24,3.17805383034795,16,2.77258872223978,,,
105,Perch,7,0,0,0,0,0,0,1,32,3.46573590279973,3.37154020029246,29.1233483216773,0.0941957025072635,14.7,2.68784749378469,24,3.17805383034795,13.6,2.61006979274201,,,
106,Perch,7,0,0,0,0,0,0,1,40,3.68887945411394,3.68413781298901,39.810783308342,0.00474164112492348,16,2.77258872223978,23.9,3.17387845893747,15.2,2.72129542785223,,,
107,Perch,7,0,0,0,0,0,0,1,51.5,3.94158180766969,3.97930782669199,53.4800039820272,-0.0377260190222994,17.2,2.84490938381941,26.7,3.2846635654062,15.3,2.72785282839839,,,
108,Perch,7,0,0,0,0,0,0,1,70,4.24849524204936,4.17202474266922,64.8466169873974,0.0764704993801368,18.5,2.91777073208428,24.8,3.21084365317094,15.9,2.76631910922619,,,
109,Perch,7,0,0,0,0,0,0,1,100,4.60517018598809,4.38945841549627,80.5967572035207,0.215711770491826,19.2,2.95491027903374,27.2,3.30321697330195,17.3,2.85070650150373,,,
110,Perch,7,0,0,0,0,0,0,1,78,4.35670882668959,4.37334825847027,79.3087337763923,-0.016639431780674,19.4,2.96527306606928,26.8,3.28840188751681,16.1,2.77881927199042,,,
111,Perch,7,0,0,0,0,0,0,1,80,4.38202663467388,4.48842272913141,88.9809880174735,-0.106396094457534,20.2,3.00568260440716,27.9,3.32862668882732,15.1,2.71469474382088,,,
112,Perch,7,0,0,0,0,0,0,1,85,4.44265125649032,4.47964954755404,88.2037560365161,-0.036998291063723,20.8,3.03495298670727,24.7,3.20680324363393,14.6,2.68102152871429,,,
113,Perch,7,0,0,0,0,0,0,1,85,4.44265125649032,4.44223322807246,84.9644750102275,0.000418028417852767,21,3.04452243772342,24.2,3.18635263316264,13.2,2.58021682959233,,,
114,Perch,7,0,0,0,0,0,0,1,110,4.70048036579242,4.7750125181742,118.511798162771,-0.0745321523817806,22.5,3.11351530921037,25.3,3.23080439573347,15.8,2.76000994003292,,,
115,Perch,7,0,0,0,0,0,0,1,115,4.74493212836325,4.76243471262412,117.030514984328,-0.017502584260872,22.5,3.11351530921037,26.3,3.26956893918372,14.7,2.68784749378469,,,
116,Perch,7,0,0,0,0,0,0,1,125,4.8283137373023,4.79140139054552,120.47007604873,0.0369123467567816,22.5,3.11351530921037,25.3,3.23080439573347,16.3,2.79116510781272,,,
117,Perch,7,0,0,0,0,0,0,1,130,4.86753445045558,4.87146578753755,130.512079740158,-0.00393133708197002,22.8,3.1267605359604,28,3.3322045101752,15.5,2.7408400239252,,,
118,Perch,7,0,0,0,0,0,0,1,120,4.78749174278205,4.87950546983422,131.565584644948,-0.092013727052179,23.5,3.15700042115011,26,3.25809653802148,14.5,2.67414864942653,,,
119,Perch,7,0,0,0,0,0,0,1,120,4.78749174278205,4.84492807073622,127.094139877036,-0.0574363279541776,23.5,3.15700042115011,24,3.17805383034795,15,2.70805020110221,,,
120,Perch,7,0,0,0,0,0,0,1,130,4.86753445045558,4.89733905068764,133.932916396155,-0.0298046002320538,23.5,3.15700042115011,26,3.25809653802148,15,2.70805020110221,,,
121,Perch,7,0,0,0,0,0,0,1,135,4.90527477843843,4.87165781037852,130.537143446815,0.0336169680599143,23.5,3.15700042115011,25,3.2188758248682,15,2.70805020110221,,,
122,Perch,7,0,0,0,0,0,0,1,110,4.70048036579242,4.89698340899107,133.885292735524,-0.196503043198653,23.5,3.15700042115011,23.5,3.15700042115011,17,2.83321334405622,,,
123,Perch,7,0,0,0,0,0,0,1,130,4.86753445045558,4.92305242082726,137.42144171161,-0.0555179703716737,24,3.17805383034795,24.4,3.19458313229916,15.1,2.71469474382088,,,
124,Perch,7,0,0,0,0,0,0,1,150,5.01063529409626,5.02014347071348,151.433028440225,-0.00950817661722247,24,3.17805383034795,28.3,3.34286180464919,15.1,2.71469474382088,,,
125,Perch,7,0,0,0,0,0,0,1,145,4.97673374242057,4.95005326594301,141.182483939338,0.0266804764775621,24.2,3.18635263316264,24.6,3.20274644293832,15,2.70805020110221,,,
126,Perch,7,0,0,0,0,0,0,1,150,5.01063529409626,4.88601629368933,132.424979640816,0.124619000406922,24.5,3.19867311755068,21.3,3.05870707271538,14.8,2.69462718077007,,,
127,Perch,7,0,0,0,0,0,0,1,170,5.13579843705026,5.05827679555485,157.31918948807,0.0775216414954087,25,3.2188758248682,25.1,3.22286784613774,14.9,2.70136121295141,,,
128,Perch,7,0,0,0,0,0,0,1,225,5.41610040220442,5.19306771600286,180.019956826515,0.223032686201559,25.5,3.23867845216438,28.6,3.35340671782581,14.6,2.68102152871429,,,
129,Perch,7,0,0,0,0,0,0,1,145,4.97673374242057,5.11919671256526,167.201005195152,-0.142462970144681,25.5,3.23867845216438,25,3.2188758248682,15,2.70805020110221,,,
130,Perch,7,0,0,0,0,0,0,1,188,5.23644196282995,5.25000393923203,190.567019144857,-0.0135619764020811,26.2,3.26575941076705,25.7,3.24649099190117,15.9,2.76631910922619,,,
131,Perch,7,0,0,0,0,0,0,1,180,5.19295685089021,5.17711562719872,177.171045941486,0.0158412236914884,26.5,3.27714473299218,24.3,3.1904763503465,13.9,2.63188884013665,,,
132,Perch,7,0,0,0,0,0,0,1,197,5.28320372873799,5.29782216194092,199.900983597289,-0.0146184332029273,27,3.29583686600433,24.3,3.1904763503465,15.7,2.75366071235426,,,
133,Perch,7,0,0,0,0,0,0,1,218,5.38449506278909,5.41111127832582,223.880242753812,-0.026616215536734,28,3.3322045101752,25.6,3.24259235148552,14.8,2.69462718077007,,,
134,Perch,7,0,0,0,0,0,0,1,300,5.7037824746562,5.6676395973018,289.350743422688,0.0361428773544006,28.7,3.35689712276558,29,3.36729582998647,17.9,2.88480071284671,,,
135,Perch,7,0,0,0,0,0,0,1,260,5.56068163101553,5.49326513544436,243.04950222266,0.0674164955711705,28.9,3.36384159511839,24.8,3.21084365317094,15,2.70805020110221,,,
136,Perch,7,0,0,0,0,0,0,1,265,5.57972982598622,5.4826179464851,240.475435848449,0.0971118795011172,28.9,3.36384159511839,24.4,3.19458313229916,15,2.70805020110221,,,
137,Perch,7,0,0,0,0,0,0,1,250,5.52146091786225,5.53107487631554,252.415080252162,-0.00961395845329527,28.9,3.36384159511839,25.2,3.22684399451738,15.8,2.76000994003292,,,
138,Perch,7,0,0,0,0,0,0,1,250,5.52146091786225,5.56598996907066,261.383837583655,-0.0445290512084107,29.4,3.38099467434464,26.6,3.28091121578765,14.3,2.66025953726586,,,
139,Perch,7,0,0,0,0,0,0,1,300,5.7037824746562,5.64088429326177,281.711724141458,0.0628981813944272,30.1,3.40452517175483,25.2,3.22684399451738,15.4,2.73436750941958,,,
140,Perch,7,0,0,0,0,0,0,1,320,5.76832099579377,5.74869827737573,313.781937274576,0.0196227184180398,31.6,3.45315712059287,24.1,3.18221184049661,15.1,2.71469474382088,,,
141,Perch,7,0,0,0,0,0,0,1,514,6.24222326545517,6.18650931186549,486.146156323612,0.0557139535896729,34,3.52636052461616,29.5,3.38439026334577,17.7,2.87356463957978,,,
142,Perch,7,0,0,0,0,0,0,1,556,6.32076829425058,6.3637263650901,580.405133126771,-0.0429580708395196,36.5,3.59731226058845,28.1,3.3357695763397,17.5,2.86220088092947,,,
143,Perch,7,0,0,0,0,0,0,1,840,6.73340189183736,6.58290556623512,722.635948453259,0.15049632560224,37.3,3.61899332664977,30.8,3.42751468997953,20.9,3.03974915897077,,,
