,Store,Dept,Date,Weekly_Sales,IsHoliday
459,Las Vegas,Jewelry,2010-03-09,38321.88,False
30,Las Vegas,Clothing,2010-03-09,16241.78,False
3319,Buffalo,Toys,2010-03-09,8722.49,False
3332,Buffalo,Toys,2010-03-12,7775.2,False
2903,Buffalo,Electronics,2010-03-12,14779.36,False
1330,Los Angeles,Housewares,2010-03-12,62758.12,False
3046,Buffalo,Outdoor,2010-03-12,2527.06,False
4047,Seattle,Electronics,2010-03-12,72434.86,False
1759,Los Angeles,Electronics,2010-03-12,48750.32,False
4333,Seattle,Shoes,2010-03-12,90879.23,False
3475,Seattle,Clothing,2010-03-12,36639.21,False
4476,Seattle,Toys,2010-03-12,64423.09,False
3904,Seattle,Jewelry,2010-03-12,54740.6,False
43,Las Vegas,Clothing,2010-03-12,22517.56,False
901,Las Vegas,Shoes,2010-03-12,47406.83,False
1616,Los Angeles,Jewelry,2010-03-12,45630.41,False
3618,Seattle,Housewares,2010-03-12,89556.97,False
1473,Los Angeles,Furniture,2010-03-12,15463.76,False
472,Las Vegas,Jewelry,2010-03-12,37110.55,False
2617,Buffalo,Furniture,2010-03-12,4732.03,False
1902,Los Angeles,Outdoor,2010-03-12,7397.88,False
2760,Buffalo,Jewelry,2010-03-12,8544.43,False
2474,Buffalo,Housewares,2010-03-12,16093.58,False
329,Las Vegas,Furniture,2010-03-12,10856.85,False
2331,Buffalo,Clothing,2010-03-12,7442.48,False
2188,Los Angeles,Toys,2010-03-12,58172.84,False
186,Las Vegas,Housewares,2010-03-12,44405.02,False
4190,Seattle,Outdoor,2010-03-12,12310.44,False
1044,Las Vegas,Toys,2010-03-12,36222.74,False
1187,Los Angeles,Clothing,2010-03-12,30662.62,False
758,Las Vegas,Outdoor,2010-03-12,6356.96,False
615,Las Vegas,Electronics,2010-03-12,36472.02,False
3189,Buffalo,Shoes,2010-03-12,16011.2,False
3761,Seattle,Furniture,2010-03-12,15184.19,False
2045,Los Angeles,Shoes,2010-03-12,94720.59,False
1007,Las Vegas,Toys,2010-03-19,34188.52,False
1150,Los Angeles,Clothing,2010-03-19,28446.92,False
149,Las Vegas,Housewares,2010-03-19,43615.49,False
3724,Seattle,Furniture,2010-03-19,12392.87,False
2866,Buffalo,Electronics,2010-03-19,9527.14,False
2437,Buffalo,Housewares,2010-03-19,14631.7,False
1436,Los Angeles,Furniture,2010-03-19,10394.28,False
864,Las Vegas,Shoes,2010-03-19,22711.59,False
721,Las Vegas,Outdoor,2010-03-19,4906.05,False
3152,Buffalo,Shoes,2010-03-19,9059.91,False
2294,Buffalo,Clothing,2010-03-19,5118.12,False
4010,Seattle,Electronics,2010-03-19,43853.69,False
6,Las Vegas,Clothing,2010-03-19,22136.64,False
1579,Los Angeles,Jewelry,2010-03-19,44622.56,False
2580,Buffalo,Furniture,2010-03-19,2444.09,False
1722,Los Angeles,Electronics,2010-03-19,33232.94,False
3009,Buffalo,Outdoor,2010-03-19,1934.96,False
578,Las Vegas,Electronics,2010-03-19,22632.57,False
3438,Seattle,Clothing,2010-03-19,30853.27,False
3581,Seattle,Housewares,2010-03-19,81217.33,False
1865,Los Angeles,Outdoor,2010-03-19,6365.82,False
3295,Buffalo,Toys,2010-03-19,8325.46,False
4439,Seattle,Toys,2010-03-19,63266.15,False
2151,Los Angeles,Toys,2010-03-19,60353.6,False
3867,Seattle,Jewelry,2010-03-19,51535.33,False
4296,Seattle,Shoes,2010-03-19,34561.51,False
2723,Buffalo,Jewelry,2010-03-19,7043.63,False
1293,Los Angeles,Housewares,2010-03-19,64307.01,False
4153,Seattle,Outdoor,2010-03-19,8327.49,False
292,Las Vegas,Furniture,2010-03-19,9001.37,False
2008,Los Angeles,Shoes,2010-03-19,33700.33,False
435,Las Vegas,Jewelry,2010-03-19,34118.11,False
4011,Seattle,Electronics,2010-03-26,67751.87,False
3439,Seattle,Clothing,2010-03-26,33401.19,False
579,Las Vegas,Electronics,2010-03-26,38971.89,False
3868,Seattle,Jewelry,2010-03-26,47886.96,False
3153,Buffalo,Shoes,2010-03-26,6300.21,False
2867,Buffalo,Electronics,2010-03-26,12599.55,False
3582,Seattle,Housewares,2010-03-26,75726.7,False
3725,Seattle,Furniture,2010-03-26,10421.5,False
293,Las Vegas,Furniture,2010-03-26,10366.85,False
722,Las Vegas,Outdoor,2010-03-26,7468.33,False
3010,Buffalo,Outdoor,2010-03-26,1176.62,False
3296,Buffalo,Toys,2010-03-26,7789.68,False
436,Las Vegas,Jewelry,2010-03-26,33872.07,False
2724,Buffalo,Jewelry,2010-03-26,6938.17,False
1008,Las Vegas,Toys,2010-03-26,33581.72,False
1437,Los Angeles,Furniture,2010-03-26,12406.44,False
2581,Buffalo,Furniture,2010-03-26,4302.59,False
1866,Los Angeles,Outdoor,2010-03-26,7594.56,False
2438,Buffalo,Housewares,2010-03-26,14044.59,False
2295,Buffalo,Clothing,2010-03-26,6620.12,False
4154,Seattle,Outdoor,2010-03-26,4542.13,False
150,Las Vegas,Housewares,2010-03-26,41892.55,False
1151,Los Angeles,Clothing,2010-03-26,32213.99,False
4440,Seattle,Toys,2010-03-26,64294.52,False
1294,Los Angeles,Housewares,2010-03-26,59770.18,False
1723,Los Angeles,Electronics,2010-03-26,51778.35,False
4297,Seattle,Shoes,2010-03-26,33280.76,False
2009,Los Angeles,Shoes,2010-03-26,25149.21,False
7,Las Vegas,Clothing,2010-03-26,26229.21,False
2152,Los Angeles,Toys,2010-03-26,55825.44,False
1580,Los Angeles,Jewelry,2010-03-26,41455.34,False
865,Las Vegas,Shoes,2010-03-26,16254.21,False
732,Las Vegas,Outdoor,2010-04-06,5484.9,False
1733,Los Angeles,Electronics,2010-04-06,29784.34,False
2448,Buffalo,Housewares,2010-04-06,17083.4,False
3735,Seattle,Furniture,2010-04-06,10522.11,False
2019,Los Angeles,Shoes,2010-04-06,62903.1,False
2305,Buffalo,Clothing,2010-04-06,5020.1,False
3449,Seattle,Clothing,2010-04-06,25702.66,False
2162,Los Angeles,Toys,2010-04-06,61463.29,False
3306,Buffalo,Toys,2010-04-06,8599.23,False
1876,Los Angeles,Outdoor,2010-04-06,11352.12,False
160,Las Vegas,Housewares,2010-04-06,48754.47,False
4450,Seattle,Toys,2010-04-06,62756.76,False
1304,Los Angeles,Housewares,2010-04-06,68994.35,False
3020,Buffalo,Outdoor,2010-04-06,1487.64,False
3163,Buffalo,Shoes,2010-04-06,11939.29,False
589,Las Vegas,Electronics,2010-04-06,22932.26,False
3878,Seattle,Jewelry,2010-04-06,55355.78,False
1161,Los Angeles,Clothing,2010-04-06,23869.17,False
1018,Las Vegas,Toys,2010-04-06,35181.47,False
4307,Seattle,Shoes,2010-04-06,59143.72,False
1590,Los Angeles,Jewelry,2010-04-06,49732.37,False
2591,Buffalo,Furniture,2010-04-06,3408.74,False
4021,Seattle,Electronics,2010-04-06,37445.96,False
1447,Los Angeles,Furniture,2010-04-06,11859.68,False
3592,Seattle,Housewares,2010-04-06,83294.12,False
303,Las Vegas,Furniture,2010-04-06,8001.41,False
4164,Seattle,Outdoor,2010-04-06,9864.87,False
446,Las Vegas,Jewelry,2010-04-06,40548.19,False
875,Las Vegas,Shoes,2010-04-06,44563.68,False
17,Las Vegas,Clothing,2010-04-06,17558.09,False
2734,Buffalo,Jewelry,2010-04-06,8765.89,False
2877,Buffalo,Electronics,2010-04-06,9100.17,False
1154,Los Angeles,Clothing,2010-04-16,21308.59,False
2727,Buffalo,Jewelry,2010-04-16,7529.02,False
1297,Los Angeles,Housewares,2010-04-16,65172.2,False
153,Las Vegas,Housewares,2010-04-16,45025.02,False
4443,Seattle,Toys,2010-04-16,65662.06,False
4300,Seattle,Shoes,2010-04-16,33306.54,False
2870,Buffalo,Electronics,2010-04-16,6847.45,False
582,Las Vegas,Electronics,2010-04-16,11570.27,False
4014,Seattle,Electronics,2010-04-16,27692.81,False
10,Las Vegas,Clothing,2010-04-16,17596.96,False
868,Las Vegas,Shoes,2010-04-16,19330.26,False
2012,Los Angeles,Shoes,2010-04-16,29678.87,False
3871,Seattle,Jewelry,2010-04-16,53694.53,False
439,Las Vegas,Jewelry,2010-04-16,34740.19,False
1583,Los Angeles,Jewelry,2010-04-16,43463.55,False
1726,Los Angeles,Electronics,2010-04-16,20090.55,False
3299,Buffalo,Toys,2010-04-16,8304.35,False
2155,Los Angeles,Toys,2010-04-16,56653.63,False
3013,Buffalo,Outdoor,2010-04-16,1379.74,False
2298,Buffalo,Clothing,2010-04-16,4061.89,False
3442,Seattle,Clothing,2010-04-16,27744.54,False
1011,Las Vegas,Toys,2010-04-16,32890.54,False
3728,Seattle,Furniture,2010-04-16,11298.1,False
4157,Seattle,Outdoor,2010-04-16,6973.22,False
3585,Seattle,Housewares,2010-04-16,84643.38,False
725,Las Vegas,Outdoor,2010-04-16,5020.78,False
2584,Buffalo,Furniture,2010-04-16,3402.61,False
1869,Los Angeles,Outdoor,2010-04-16,5984.9,False
296,Las Vegas,Furniture,2010-04-16,9226.8,False
2441,Buffalo,Housewares,2010-04-16,14846.32,False
3156,Buffalo,Shoes,2010-04-16,5300.39,False
1440,Los Angeles,Furniture,2010-04-16,11547.5,False
3586,Seattle,Housewares,2010-04-23,82631.69,False
2013,Los Angeles,Shoes,2010-04-23,26686.75,False
1727,Los Angeles,Electronics,2010-04-23,31805.87,False
3729,Seattle,Furniture,2010-04-23,11736.06,False
1441,Los Angeles,Furniture,2010-04-23,11862.26,False
583,Las Vegas,Electronics,2010-04-23,24763.98,False
11,Las Vegas,Clothing,2010-04-23,16145.35,False
1870,Los Angeles,Outdoor,2010-04-23,6293.49,False
3443,Seattle,Clothing,2010-04-23,23961.8,False
1584,Los Angeles,Jewelry,2010-04-23,43703.76,False
4444,Seattle,Toys,2010-04-23,62894.51,False
440,Las Vegas,Jewelry,2010-04-23,33806.71,False
1298,Los Angeles,Housewares,2010-04-23,66471.86,False
4015,Seattle,Electronics,2010-04-23,38166.16,False
726,Las Vegas,Outdoor,2010-04-23,3945.19,False
2299,Buffalo,Clothing,2010-04-23,4417.17,False
1012,Las Vegas,Toys,2010-04-23,32946.13,False
3014,Buffalo,Outdoor,2010-04-23,1939.2,False
297,Las Vegas,Furniture,2010-04-23,8868.93,False
4158,Seattle,Outdoor,2010-04-23,9047.22,False
154,Las Vegas,Housewares,2010-04-23,44418.11,False
2585,Buffalo,Furniture,2010-04-23,4006.1,False
3157,Buffalo,Shoes,2010-04-23,6638.58,False
2442,Buffalo,Housewares,2010-04-23,14182.84,False
1155,Los Angeles,Clothing,2010-04-23,22163.12,False
2728,Buffalo,Jewelry,2010-04-23,7497.25,False
2156,Los Angeles,Toys,2010-04-23,59203.94,False
4301,Seattle,Shoes,2010-04-23,32030.76,False
2871,Buffalo,Electronics,2010-04-23,7482.34,False
3300,Buffalo,Toys,2010-04-23,8371.01,False
869,Las Vegas,Shoes,2010-04-23,18534.4,False
3872,Seattle,Jewelry,2010-04-23,51630.47,False
1585,Los Angeles,Jewelry,2010-04-30,42829.7,False
1728,Los Angeles,Electronics,2010-04-30,29088.16,False
727,Las Vegas,Outdoor,2010-04-30,4736.15,False
3730,Seattle,Furniture,2010-04-30,11264.87,False
1013,Las Vegas,Toys,2010-04-30,34168.23,False
4016,Seattle,Electronics,2010-04-30,37306.35,False
3015,Buffalo,Outdoor,2010-04-30,1682.66,False
298,Las Vegas,Furniture,2010-04-30,9337.44,False
870,Las Vegas,Shoes,2010-04-30,22723.48,False
441,Las Vegas,Jewelry,2010-04-30,33437.8,False
2729,Buffalo,Jewelry,2010-04-30,7363.77,False
3587,Seattle,Housewares,2010-04-30,82676.37,False
2586,Buffalo,Furniture,2010-04-30,2812.94,False
12,Las Vegas,Clothing,2010-04-30,16555.11,False
2872,Buffalo,Electronics,2010-04-30,7202.76,False
1442,Los Angeles,Furniture,2010-04-30,11867.75,False
4159,Seattle,Outdoor,2010-04-30,11508.02,False
4445,Seattle,Toys,2010-04-30,64566.88,False
2443,Buffalo,Housewares,2010-04-30,14019.26,False
1156,Los Angeles,Clothing,2010-04-30,24066.2,False
1299,Los Angeles,Housewares,2010-04-30,65054.02,False
155,Las Vegas,Housewares,2010-04-30,45971.3,False
4302,Seattle,Shoes,2010-04-30,33645.9,False
3158,Buffalo,Shoes,2010-04-30,6388.07,False
3301,Buffalo,Toys,2010-04-30,8614.63,False
584,Las Vegas,Electronics,2010-04-30,22006.41,False
3873,Seattle,Jewelry,2010-04-30,52820.8,False
2014,Los Angeles,Shoes,2010-04-30,29456.07,False
3444,Seattle,Clothing,2010-04-30,25076.0,False
2300,Buffalo,Clothing,2010-04-30,4159.25,False
2157,Los Angeles,Toys,2010-04-30,57540.12,False
1871,Los Angeles,Outdoor,2010-04-30,6215.07,False
2002,Los Angeles,Shoes,2010-05-02,28512.95,False
1287,Los Angeles,Housewares,2010-05-02,74661.16,False
2860,Buffalo,Electronics,2010-05-02,15051.48,False
858,Las Vegas,Shoes,2010-05-02,21084.08,False
3289,Buffalo,Toys,2010-05-02,9556.23,False
2717,Buffalo,Jewelry,2010-05-02,8495.1,False
1859,Los Angeles,Outdoor,2010-05-02,7472.24,False
3003,Buffalo,Outdoor,2010-05-02,2181.93,False
3432,Seattle,Clothing,2010-05-02,38724.42,False
1144,Los Angeles,Clothing,2010-05-02,35034.06,False
2574,Buffalo,Furniture,2010-05-02,4710.29,False
1430,Los Angeles,Furniture,2010-05-02,16873.2,False
2288,Buffalo,Clothing,2010-05-02,6453.58,False
1716,Los Angeles,Electronics,2010-05-02,34025.45,False
1001,Las Vegas,Toys,2010-05-02,40129.01,False
3146,Buffalo,Shoes,2010-05-02,8914.32,False
715,Las Vegas,Outdoor,2010-05-02,5749.03,False
2431,Buffalo,Housewares,2010-05-02,17566.72,False
3575,Seattle,Housewares,2010-05-02,91481.24,False
572,Las Vegas,Electronics,2010-05-02,32229.38,False
2145,Los Angeles,Toys,2010-05-02,69634.8,False
0,Las Vegas,Clothing,2010-05-02,24924.5,False
1573,Los Angeles,Jewelry,2010-05-02,47681.96,False
4290,Seattle,Shoes,2010-05-02,37239.25,False
4004,Seattle,Electronics,2010-05-02,48602.55,False
143,Las Vegas,Housewares,2010-05-02,50605.27,False
4433,Seattle,Toys,2010-05-02,71562.58,False
286,Las Vegas,Furniture,2010-05-02,13740.12,False
3718,Seattle,Furniture,2010-05-02,16166.02,False
3861,Seattle,Jewelry,2010-05-02,59554.57,False
4147,Seattle,Outdoor,2010-05-02,10216.17,False
429,Las Vegas,Jewelry,2010-05-02,39954.04,False
3007,Buffalo,Outdoor,2010-05-03,1926.59,False
576,Las Vegas,Electronics,2010-05-03,23082.14,False
2006,Los Angeles,Shoes,2010-05-03,29442.87,False
3150,Buffalo,Shoes,2010-05-03,7229.39,False
1005,Las Vegas,Toys,2010-05-03,38776.09,False
1577,Los Angeles,Jewelry,2010-05-03,46937.81,False
1720,Los Angeles,Electronics,2010-05-03,28609.08,False
1291,Los Angeles,Housewares,2010-05-03,68428.64,False
4437,Seattle,Toys,2010-05-03,71817.79,False
3579,Seattle,Housewares,2010-05-03,87922.48,False
290,Las Vegas,Furniture,2010-05-03,12275.58,False
3865,Seattle,Jewelry,2010-05-03,56959.02,False
3722,Seattle,Furniture,2010-05-03,15438.34,False
1863,Los Angeles,Outdoor,2010-05-03,6068.64,False
4151,Seattle,Outdoor,2010-05-03,9076.55,False
2292,Buffalo,Clothing,2010-05-03,5172.73,False
1148,Los Angeles,Clothing,2010-05-03,27372.05,False
1434,Los Angeles,Furniture,2010-05-03,14895.96,False
2578,Buffalo,Furniture,2010-05-03,4296.57,False
3436,Seattle,Clothing,2010-05-03,31580.69,False
4294,Seattle,Shoes,2010-05-03,35442.76,False
433,Las Vegas,Jewelry,2010-05-03,38086.19,False
2721,Buffalo,Jewelry,2010-05-03,8511.73,False
2149,Los Angeles,Toys,2010-05-03,67041.18,False
147,Las Vegas,Housewares,2010-05-03,48397.98,False
3293,Buffalo,Toys,2010-05-03,8996.39,False
719,Las Vegas,Outdoor,2010-05-03,4221.25,False
2435,Buffalo,Housewares,2010-05-03,16477.28,False
4,Las Vegas,Clothing,2010-05-03,21827.9,False
2864,Buffalo,Electronics,2010-05-03,8874.52,False
4008,Seattle,Electronics,2010-05-03,40169.06,False
862,Las Vegas,Shoes,2010-05-03,19659.7,False
3900,Seattle,Jewelry,2010-05-11,56510.88,False
1326,Los Angeles,Housewares,2010-05-11,64267.74,False
1183,Los Angeles,Clothing,2010-05-11,46198.84,False
2327,Buffalo,Clothing,2010-05-11,14326.87,False
4329,Seattle,Shoes,2010-05-11,35552.38,False
3328,Buffalo,Toys,2010-05-11,7941.61,False
2756,Buffalo,Jewelry,2010-05-11,9263.26,False
2184,Los Angeles,Toys,2010-05-11,63248.62,False
1898,Los Angeles,Outdoor,2010-05-11,6094.83,False
2041,Los Angeles,Shoes,2010-05-11,28729.55,False
3757,Seattle,Furniture,2010-05-11,11250.36,False
2899,Buffalo,Electronics,2010-05-11,9006.17,False
3471,Seattle,Clothing,2010-05-11,48727.62,False
2613,Buffalo,Furniture,2010-05-11,4191.21,False
182,Las Vegas,Housewares,2010-05-11,46381.43,False
