,Date,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday
67,20/05/2011,67.63,3.907,215.7339202,7.682,False
68,27/05/2011,77.72,3.786,215.5037878,7.682,False
69,03/06/2011,83.0,3.699,215.27365530000003,7.682,False
70,10/06/2011,83.13,3.648,215.04352290000003,7.682,False
71,17/06/2011,86.41,3.637,214.99805959999998,7.682,False
72,24/06/2011,83.58,3.594,215.09109819999998,7.682,False
73,01/07/2011,85.55,3.5239999999999996,215.18413680000003,7.962000000000001,False
74,08/07/2011,85.83,3.48,215.27717540000003,7.962000000000001,False
75,15/07/2011,88.54,3.575,215.3611087,7.962000000000001,False
76,22/07/2011,85.77,3.6510000000000002,215.4222784,7.962000000000001,False
77,29/07/2011,86.83,3.682,215.4834482,7.962000000000001,False
78,05/08/2011,91.65,3.6839999999999997,215.544618,7.962000000000001,False
79,12/08/2011,90.76,3.638,215.6057878,7.962000000000001,False
80,19/08/2011,89.94,3.554,215.66931069999998,7.962000000000001,False
81,26/08/2011,87.96,3.523,215.73322579999999,7.962000000000001,False
82,02/09/2011,87.83,3.533,215.7971409,7.962000000000001,False
83,09/09/2011,76.0,3.5460000000000003,215.86105600000002,7.962000000000001,True
84,16/09/2011,79.94,3.5260000000000002,216.0410526,7.962000000000001,False
85,23/09/2011,75.8,3.467,216.3758246,7.962000000000001,False
86,30/09/2011,79.69,3.355,216.71059649999998,7.962000000000001,False
87,07/10/2011,69.31,3.285,217.0453684,7.8660000000000005,False
88,14/10/2011,71.74,3.2739999999999996,217.3552733,7.8660000000000005,False
89,21/10/2011,63.71,3.353,217.5159762,7.8660000000000005,False
90,28/10/2011,66.57,3.372,217.67667909999997,7.8660000000000005,False
91,04/11/2011,54.98,3.332,217.837382,7.8660000000000005,False
92,11/11/2011,59.11,3.2969999999999997,217.99808489999998,7.8660000000000005,False
93,18/11/2011,62.25,3.3080000000000003,218.2205088,7.8660000000000005,False
94,25/11/2011,60.14,3.236,218.4676211,7.8660000000000005,True
95,02/12/2011,48.91,3.1719999999999997,218.7147333,7.8660000000000005,False
96,09/12/2011,43.93,3.158,218.96184559999998,7.8660000000000005,False
97,16/12/2011,51.63,3.159,219.17945330000003,7.8660000000000005,False
98,23/12/2011,47.96,3.112,219.3577216,7.8660000000000005,False
99,30/12/2011,44.55,3.1289999999999996,219.5359898,7.8660000000000005,True
100,06/01/2012,49.01,3.157,219.71425809999997,7.348,False
101,13/01/2012,48.53,3.261,219.89252630000001,7.348,False
102,20/01/2012,54.11,3.2680000000000002,219.98568930000002,7.348,False
103,27/01/2012,54.26,3.29,220.0788523,7.348,False
104,03/02/2012,56.55,3.36,220.1720153,7.348,False
105,10/02/2012,48.02,3.409,220.26517830000003,7.348,True
106,17/02/2012,45.32,3.51,220.42575860000002,7.348,False
107,24/02/2012,57.25,3.555,220.636902,7.348,False
108,02/03/2012,60.96,3.63,220.8480454,7.348,False
109,09/03/2012,58.76,3.6689999999999996,221.05918870000002,7.348,False
110,16/03/2012,64.74,3.734,221.21181319999997,7.348,False
111,23/03/2012,65.93,3.787,221.2864126,7.348,False
112,30/03/2012,67.61,3.845,221.3610119,7.348,False
113,06/04/2012,70.43,3.891,221.43561119999998,7.143,False
114,13/04/2012,69.07,3.891,221.5102105,7.143,False
115,20/04/2012,66.76,3.877,221.56407369999997,7.143,False
116,27/04/2012,67.23,3.8139999999999996,221.61793680000002,7.143,False
117,04/05/2012,75.55,3.7489999999999997,221.6718,7.143,False
118,11/05/2012,73.77,3.688,221.72566319999999,7.143,False
119,18/05/2012,70.33,3.63,221.74267400000002,7.143,False
120,25/05/2012,77.22,3.5610000000000004,221.744944,7.143,False
121,01/06/2012,77.95,3.5010000000000003,221.7472139,7.143,False
122,08/06/2012,78.3,3.452,221.7494839,7.143,False
123,15/06/2012,79.35,3.3930000000000002,221.76264210000002,7.143,False
124,22/06/2012,78.39,3.346,221.80302110000002,7.143,False
125,29/06/2012,84.88,3.286,221.8434,7.143,False
126,06/07/2012,81.57,3.227,221.88377889999998,6.9079999999999995,False
127,13/07/2012,77.12,3.2560000000000002,221.92415789999998,6.9079999999999995,False
128,20/07/2012,80.42,3.3110000000000004,221.9327267,6.9079999999999995,False
129,27/07/2012,82.66,3.407,221.9412954,6.9079999999999995,False
130,03/08/2012,86.11,3.417,221.9498642,6.9079999999999995,False
131,10/08/2012,85.05,3.4939999999999998,221.9584329,6.9079999999999995,False
132,17/08/2012,84.85,3.571,222.03841090000003,6.9079999999999995,False
133,24/08/2012,77.66,3.62,222.17194569999998,6.9079999999999995,False
134,31/08/2012,80.49,3.638,222.30548050000002,6.9079999999999995,False
135,07/09/2012,83.96,3.73,222.4390153,6.9079999999999995,True
136,14/09/2012,74.97,3.717,222.58201929999998,6.9079999999999995,False
137,21/09/2012,69.87,3.721,222.7818386,6.9079999999999995,False
138,28/09/2012,76.08,3.6660000000000004,222.9816579,6.9079999999999995,False
139,05/10/2012,68.55,3.617,223.1814772,6.5729999999999995,False
140,12/10/2012,62.99,3.6010000000000004,223.3812965,6.5729999999999995,False
141,19/10/2012,67.97,3.594,223.4257233,6.5729999999999995,False
142,26/10/2012,69.16,3.5060000000000002,223.44425130000002,6.5729999999999995,False
143,02/11/2012,55.32,3.386,223.4627793,6.5729999999999995,False
144,09/11/2012,61.24,3.3139999999999996,223.48130730000003,6.5729999999999995,False
145,16/11/2012,52.92,3.252,223.5129105,6.5729999999999995,False
146,23/11/2012,56.23,3.2110000000000003,223.56194739999998,6.5729999999999995,True
147,30/11/2012,52.34,3.207,223.61098419999996,6.5729999999999995,False
148,07/12/2012,64.12,3.198,223.66002110000002,6.5729999999999995,False
149,14/12/2012,48.89,3.168,223.7192767,6.5729999999999995,False
150,21/12/2012,56.02,3.0980000000000003,223.8398455,6.5729999999999995,False
151,28/12/2012,44.79,3.108,223.96041430000002,6.5729999999999995,True
152,04/01/2013,41.73,3.161,224.080983,6.525,False
153,11/01/2013,50.32,3.2430000000000003,224.2015518,6.525,False
154,18/01/2013,42.92,3.237,224.23581319999997,6.525,False
155,25/01/2013,53.37,3.227,224.23555180000002,6.525,False
156,01/02/2013,56.46,3.2439999999999998,224.2352903,6.525,False
157,08/02/2013,56.67,3.417,224.23502889999997,6.525,True
158,15/02/2013,49.66,3.475,224.2760526,6.525,False
159,22/02/2013,50.25,3.597,224.4202895,6.525,False
160,01/03/2013,48.01,3.7110000000000003,224.56452630000004,6.525,False
161,08/03/2013,50.81,3.658,224.70876319999996,6.525,False
162,15/03/2013,55.33,3.622,224.8356808,6.525,False
163,22/03/2013,63.42,3.611,224.9193005,6.525,False
164,29/03/2013,51.0,3.6060000000000003,225.0029202,6.525,False
165,05/04/2013,58.59,3.583,225.08653990000002,6.314,False
166,12/04/2013,62.72,3.529,225.17015959999998,6.314,False
167,19/04/2013,67.1,3.451,225.17015959999998,6.314,False
168,26/04/2013,59.23,3.417,225.17015959999998,6.314,False
169,03/05/2013,66.66,3.386,,,False
170,10/05/2013,63.9,3.392,,,False
171,17/05/2013,69.53,3.4539999999999997,,,False
172,24/05/2013,77.19,3.4939999999999998,,,False
173,31/05/2013,78.02,3.466,,,False
174,07/06/2013,76.44,3.4389999999999996,,,False
175,14/06/2013,79.86,3.431,,,False
176,21/06/2013,81.35,3.4789999999999996,,,False
177,28/06/2013,83.94,3.495,,,False
178,05/07/2013,79.85,3.4219999999999997,,,False
179,12/07/2013,83.12,3.4,,,False
180,19/07/2013,79.26,3.556,,,False
181,26/07/2013,81.54,3.62,,,False
182,05/02/2010,40.19,2.572,210.75260530000003,8.324,False
183,12/02/2010,38.49,2.548,210.8979935,8.324,True
184,19/02/2010,39.69,2.5140000000000002,210.9451605,8.324,False
185,26/02/2010,46.1,2.5610000000000004,210.97595730000003,8.324,False
186,05/03/2010,47.17,2.625,211.0067542,8.324,False
187,12/03/2010,57.56,2.667,211.03755099999998,8.324,False
188,19/03/2010,54.52,2.72,210.8733316,8.324,False
189,26/03/2010,51.26,2.7319999999999998,210.6766095,8.324,False
190,02/04/2010,63.27,2.719,210.4798874,8.2,False
191,09/04/2010,65.41,2.77,210.2831653,8.2,False
192,16/04/2010,68.07,2.8080000000000003,210.1495463,8.2,False
193,23/04/2010,65.11,2.795,210.1000648,8.2,False
194,30/04/2010,66.98,2.78,210.0505833,8.2,False
195,07/05/2010,71.28,2.835,210.00110180000001,8.2,False
196,14/05/2010,73.31,2.8539999999999996,209.9984585,8.2,False
197,21/05/2010,74.83,2.826,210.2768443,8.2,False
198,28/05/2010,81.13,2.759,210.5552301,8.2,False
199,04/06/2010,81.81,2.705,210.833616,8.2,False
200,11/06/2010,83.4,2.668,211.1120018,8.2,False
201,18/06/2010,85.81,2.637,211.10965430000002,8.2,False
202,25/06/2010,86.26,2.653,210.9950134,8.2,False
203,02/07/2010,82.74,2.6689999999999996,210.8803726,8.099,False
204,09/07/2010,82.59,2.642,210.76573169999998,8.099,False
205,16/07/2010,85.32,2.623,210.7577954,8.099,False
206,23/07/2010,87.66,2.608,210.8921319,8.099,False
207,30/07/2010,83.49,2.64,211.0264684,8.099,False
208,06/08/2010,89.53,2.627,211.16080490000002,8.099,False
209,13/08/2010,89.05,2.6919999999999997,211.2951413,8.099,False
210,20/08/2010,88.7,2.6639999999999997,211.25965860000002,8.099,False
211,27/08/2010,87.12,2.6189999999999998,211.2241759,8.099,False
212,03/09/2010,81.83,2.577,211.1886931,8.099,False
213,10/09/2010,79.09,2.565,211.15321040000003,8.099,True
214,17/09/2010,82.05,2.582,211.1806415,8.099,False
215,24/09/2010,81.79,2.6239999999999997,211.2552578,8.099,False
216,01/10/2010,69.24,2.603,211.3298742,8.163,False
217,08/10/2010,63.19,2.633,211.4044906,8.163,False
218,15/10/2010,65.8,2.72,211.4713286,8.163,False
219,22/10/2010,68.5,2.725,211.5187208,8.163,False
220,29/10/2010,66.24,2.716,211.5661131,8.163,False
221,05/11/2010,57.85,2.6889999999999996,211.61350530000004,8.163,False
222,12/11/2010,59.69,2.728,211.6608975,8.163,False
223,19/11/2010,50.81,2.7710000000000004,211.5470304,8.163,False
224,26/11/2010,62.98,2.735,211.4062867,8.163,True
225,03/12/2010,49.33,2.708,211.265543,8.163,False
226,10/12/2010,45.5,2.843,211.12479930000003,8.163,False
227,17/12/2010,47.55,2.8689999999999998,211.06454580000002,8.163,False
228,24/12/2010,49.97,2.886,211.06465989999998,8.163,False
229,31/12/2010,47.3,2.943,211.06477400000003,8.163,True
230,07/01/2011,44.69,2.9760000000000004,211.06488810000002,8.027999999999999,False
231,14/01/2011,33.02,2.983,211.1176713,8.027999999999999,False
232,21/01/2011,41.4,3.016,211.48646910000002,8.027999999999999,False
233,28/01/2011,42.83,3.01,211.8552668,8.027999999999999,False
234,04/02/2011,38.25,2.989,212.22406459999996,8.027999999999999,False
235,11/02/2011,33.19,3.022,212.59286239999997,8.027999999999999,True
236,18/02/2011,57.83,3.045,212.90331150000003,8.027999999999999,False
237,25/02/2011,60.8,3.065,213.190421,8.027999999999999,False
238,04/03/2011,57.77,3.2880000000000003,213.47753050000003,8.027999999999999,False
239,11/03/2011,52.7,3.4589999999999996,213.7646401,8.027999999999999,False
240,18/03/2011,62.32,3.488,214.0156238,8.027999999999999,False
241,25/03/2011,69.42,3.4730000000000003,214.25215730000002,8.027999999999999,False
242,01/04/2011,55.43,3.5239999999999996,214.48869080000003,7.931,False
243,08/04/2011,67.0,3.622,214.7252242,7.931,False
244,15/04/2011,69.48,3.7430000000000003,214.9420631,7.931,False
245,22/04/2011,69.39,3.807,215.10966569999997,7.931,False
246,29/04/2011,69.21,3.81,215.27726830000003,7.931,False
247,06/05/2011,61.48,3.906,215.44487090000004,7.931,False
248,13/05/2011,74.61,3.8989999999999996,215.6124735,7.931,False
249,20/05/2011,67.14,3.907,215.38347779999998,7.931,False
250,27/05/2011,76.42,3.786,215.15448219999996,7.931,False
251,03/06/2011,83.07,3.699,214.92548650000003,7.931,False
252,10/06/2011,83.4,3.648,214.69649080000002,7.931,False
253,17/06/2011,86.53,3.637,214.6513538,7.931,False
254,24/06/2011,85.17,3.594,214.7441108,7.931,False
255,01/07/2011,85.69,3.5239999999999996,214.83686780000002,7.852,False
256,08/07/2011,87.7,3.48,214.9296249,7.852,False
257,15/07/2011,89.83,3.575,215.0134426,7.852,False
258,22/07/2011,89.34,3.6510000000000002,215.0749122,7.852,False
259,29/07/2011,90.07,3.682,215.1363819,7.852,False
260,05/08/2011,93.34,3.6839999999999997,215.1978515,7.852,False
261,12/08/2011,91.58,3.638,215.25932110000002,7.852,False
262,19/08/2011,89.86,3.554,215.3229307,7.852,False
263,26/08/2011,90.45,3.523,215.38689700000003,7.852,False
264,02/09/2011,89.64,3.533,215.4508632,7.852,False
265,09/09/2011,77.97,3.5460000000000003,215.5148295,7.852,True
266,16/09/2011,78.85,3.5260000000000002,215.6944378,7.852,False
267,23/09/2011,75.58,3.467,216.02823560000002,7.852,False
268,30/09/2011,78.14,3.355,216.3620333,7.852,False
269,07/10/2011,69.92,3.285,216.69583109999996,7.441,False
270,14/10/2011,71.67,3.2739999999999996,217.0048261,7.441,False
271,21/10/2011,64.53,3.353,217.1650042,7.441,False
272,28/10/2011,65.87,3.372,217.3251824,7.441,False
273,04/11/2011,55.53,3.332,217.48536049999998,7.441,False
274,11/11/2011,59.33,3.2969999999999997,217.6455387,7.441,False
275,18/11/2011,62.01,3.3080000000000003,217.86702180000003,7.441,False
276,25/11/2011,56.36,3.236,218.1130269,7.441,True
277,02/12/2011,48.74,3.1719999999999997,218.35903190000002,7.441,False
278,09/12/2011,41.76,3.158,218.605037,7.441,False
279,16/12/2011,50.13,3.159,218.82179280000003,7.441,False
280,23/12/2011,46.66,3.112,218.9995495,7.441,False
281,30/12/2011,44.57,3.1289999999999996,219.1773063,7.441,True
282,06/01/2012,46.75,3.157,219.355063,7.057,False
283,13/01/2012,45.99,3.261,219.53281980000003,7.057,False
284,20/01/2012,51.7,3.2680000000000002,219.6258417,7.057,False
285,27/01/2012,50.5,3.29,219.7188636,7.057,False
286,03/02/2012,55.21,3.36,219.81188540000002,7.057,False
287,10/02/2012,46.98,3.409,219.90490730000002,7.057,True
288,17/02/2012,43.82,3.51,220.06519930000002,7.057,False
289,24/02/2012,54.63,3.555,220.27594399999998,7.057,False
290,02/03/2012,58.79,3.63,220.4866886,7.057,False
291,09/03/2012,57.11,3.6689999999999996,220.6974332,7.057,False
292,16/03/2012,63.68,3.734,220.84984680000002,7.057,False
293,23/03/2012,64.01,3.787,220.9244858,7.057,False
294,30/03/2012,66.83,3.845,220.9991248,7.057,False
295,06/04/2012,68.43,3.891,221.07376380000002,6.891,False
296,13/04/2012,68.08,3.891,221.14840279999999,6.891,False
297,20/04/2012,65.69,3.877,221.2021074,6.891,False
298,27/04/2012,67.2,3.8139999999999996,221.25581200000002,6.891,False
299,04/05/2012,76.73,3.7489999999999997,221.30951659999997,6.891,False
300,11/05/2012,73.87,3.688,221.36322119999997,6.891,False
301,18/05/2012,71.27,3.63,221.380331,6.891,False
302,25/05/2012,78.19,3.5610000000000004,221.3828029,6.891,False
303,01/06/2012,78.38,3.5010000000000003,221.38527480000002,6.891,False
304,08/06/2012,78.69,3.452,221.38774669999998,6.891,False
305,15/06/2012,80.56,3.3930000000000002,221.4009901,6.891,False
306,22/06/2012,81.04,3.346,221.4411622,6.891,False
307,29/06/2012,86.32,3.286,221.48133430000004,6.891,False
308,06/07/2012,84.2,3.227,221.52150640000002,6.565,False
309,13/07/2012,80.17,3.2560000000000002,221.5616784,6.565,False
310,20/07/2012,83.23,3.3110000000000004,221.5701123,6.565,False
311,27/07/2012,86.37,3.407,221.5785461,6.565,False
312,03/08/2012,90.22,3.417,221.58697990000002,6.565,False
313,10/08/2012,88.55,3.4939999999999998,221.59541380000002,6.565,False
314,17/08/2012,84.79,3.571,221.67514590000002,6.565,False
315,24/08/2012,76.91,3.62,221.80835180000003,6.565,False
316,31/08/2012,82.64,3.638,221.94155759999998,6.565,False
317,07/09/2012,87.65,3.73,222.0747635,6.565,True
318,14/09/2012,75.88,3.717,222.2174395,6.565,False
319,21/09/2012,71.09,3.721,222.41693619999998,6.565,False
320,28/09/2012,79.45,3.6660000000000004,222.61643289999998,6.565,False
321,05/10/2012,70.27,3.617,222.8159296,6.17,False
322,12/10/2012,60.97,3.6010000000000004,223.01542630000003,6.17,False
323,19/10/2012,68.08,3.594,223.0598077,6.17,False
324,26/10/2012,69.79,3.5060000000000002,223.0783366,6.17,False
325,02/11/2012,56.4,3.386,223.09686549999998,6.17,False
326,09/11/2012,61.9,3.3139999999999996,223.1153944,6.17,False
327,16/11/2012,52.72,3.252,223.1469028,6.17,False
328,23/11/2012,58.06,3.2110000000000003,223.19571729999998,6.17,True
329,30/11/2012,52.64,3.207,223.2445318,6.17,False
330,07/12/2012,64.19,3.198,223.2933463,6.17,False
331,14/12/2012,47.69,3.168,223.3523969,6.17,False
332,21/12/2012,55.14,3.0980000000000003,223.4728642,6.17,False
333,28/12/2012,41.56,3.108,223.5933316,6.17,True
334,04/01/2013,39.12,3.161,223.7137989,6.237,False
335,11/01/2013,47.42,3.2430000000000003,223.83426630000002,6.237,False
336,18/01/2013,40.98,3.237,223.86882000000003,6.237,False
337,25/01/2013,51.33,3.227,223.86900830000002,6.237,False
338,01/02/2013,54.75,3.2439999999999998,223.8691966,6.237,False
339,08/02/2013,56.08,3.417,223.8693849,6.237,True
340,15/02/2013,48.92,3.475,223.9106714,6.237,False
341,22/02/2013,48.16,3.597,224.05470319999998,6.237,False
342,01/03/2013,46.08,3.7110000000000003,224.198735,6.237,False
343,08/03/2013,51.12,3.658,224.3427668,6.237,False
344,15/03/2013,55.14,3.622,224.46943900000002,6.237,False
345,22/03/2013,59.97,3.611,224.55271209999998,6.237,False
346,29/03/2013,50.54,3.6060000000000003,224.6359852,6.237,False
347,05/04/2013,58.3,3.583,224.7192583,6.112,False
348,12/04/2013,61.23,3.529,224.80253140000002,6.112,False
349,19/04/2013,67.05,3.451,224.80253140000002,6.112,False
350,26/04/2013,58.13,3.417,224.80253140000002,6.112,False
351,03/05/2013,65.26,3.386,,,False
352,10/05/2013,63.51,3.392,,,False
353,17/05/2013,70.55,3.4539999999999997,,,False
354,24/05/2013,76.83,3.4939999999999998,,,False
355,31/05/2013,78.05,3.466,,,False
356,07/06/2013,76.2,3.4389999999999996,,,False
357,14/06/2013,80.91,3.431,,,False
358,21/06/2013,81.11,3.4789999999999996,,,False
359,28/06/2013,85.37,3.495,,,False
360,05/07/2013,79.48,3.4219999999999997,,,False
361,12/07/2013,85.41,3.4,,,False
362,19/07/2013,79.16,3.556,,,False
363,26/07/2013,83.17,3.62,,,False
364,05/02/2010,45.71,2.572,214.4248812,7.367999999999999,False
365,12/02/2010,47.93,2.548,214.57479159999997,7.367999999999999,True
366,19/02/2010,47.07,2.5140000000000002,214.61988680000002,7.367999999999999,False
367,26/02/2010,52.05,2.5610000000000004,214.6475127,7.367999999999999,False
368,05/03/2010,53.04,2.625,214.6751386,7.367999999999999,False
369,12/03/2010,63.08,2.667,214.70276459999997,7.367999999999999,False
370,19/03/2010,60.42,2.72,214.5301219,7.367999999999999,False
371,26/03/2010,57.06,2.7319999999999998,214.3241011,7.367999999999999,False
372,02/04/2010,65.56,2.719,214.11808030000003,7.343,False
373,09/04/2010,68.0,2.77,213.91205950000003,7.343,False
374,16/04/2010,66.98,2.8080000000000003,213.7726889,7.343,False
375,23/04/2010,67.87,2.795,213.72218519999998,7.343,False
376,30/04/2010,70.24,2.78,213.6716815,7.343,False
377,07/05/2010,73.47,2.835,213.6211778,7.343,False
378,14/05/2010,77.18,2.8539999999999996,213.6196139,7.343,False
379,21/05/2010,75.81,2.826,213.9116886,7.343,False
380,28/05/2010,78.6,2.759,214.2037634,7.343,False
381,04/06/2010,78.53,2.705,214.49583819999998,7.343,False
382,11/06/2010,82.1,2.668,214.78791299999997,7.343,False
383,18/06/2010,83.52,2.637,214.78582590000002,7.343,False
384,25/06/2010,83.79,2.653,214.6660741,7.343,False
385,02/07/2010,82.2,2.6689999999999996,214.54632220000002,7.346,False
386,09/07/2010,81.75,2.642,214.4265704,7.346,False
387,16/07/2010,84.32,2.623,214.41764759999998,7.346,False
388,23/07/2010,83.32,2.608,214.55649680000005,7.346,False
389,30/07/2010,82.04,2.64,214.695346,7.346,False
390,06/08/2010,85.13,2.627,214.8341952,7.346,False
391,13/08/2010,86.74,2.6919999999999997,214.97304440000002,7.346,False
392,20/08/2010,88.02,2.6639999999999997,214.9314191,7.346,False
393,27/08/2010,86.15,2.6189999999999998,214.8897938,7.346,False
394,03/09/2010,84.16,2.577,214.8481685,7.346,False
395,10/09/2010,80.84,2.565,214.8065431,7.346,True
396,17/09/2010,82.36,2.582,214.83224840000003,7.346,False
397,24/09/2010,76.9,2.6239999999999997,214.90845159999998,7.346,False
398,01/10/2010,73.6,2.603,214.9846548,7.564,False
399,08/10/2010,66.99,2.633,215.060858,7.564,False
400,15/10/2010,69.71,2.72,215.1293114,7.564,False
401,22/10/2010,71.64,2.725,215.17838999999998,7.564,False
402,29/10/2010,72.04,2.716,215.22746859999998,7.564,False
403,05/11/2010,62.94,2.6889999999999996,215.2765472,7.564,False
404,12/11/2010,62.79,2.728,215.32562579999998,7.564,False
405,19/11/2010,57.72,2.7710000000000004,215.2074519,7.564,False
406,26/11/2010,68.71,2.735,215.06140249999999,7.564,True
407,03/12/2010,53.76,2.708,214.9153531,7.564,False
408,10/12/2010,51.13,2.843,214.7693037,7.564,False
409,17/12/2010,52.2,2.8689999999999998,214.704919,7.564,False
410,24/12/2010,57.16,2.886,214.70178280000002,7.564,False
411,31/12/2010,53.2,2.943,214.6986466,7.564,True
412,07/01/2011,53.35,2.9760000000000004,214.69551040000002,7.551,False
413,14/01/2011,44.76,2.983,214.74707290000003,7.551,False
414,21/01/2011,50.74,3.016,215.1268275,7.551,False
415,28/01/2011,48.71,3.01,215.5065821,7.551,False
416,04/02/2011,45.95,2.989,215.88633670000002,7.551,False
417,11/02/2011,43.57,3.022,216.26609130000003,7.551,True
418,18/02/2011,61.58,3.045,216.5843571,7.551,False
419,25/02/2011,67.4,3.065,216.8780275,7.551,False
420,04/03/2011,65.11,3.2880000000000003,217.17169790000003,7.551,False
421,11/03/2011,61.29,3.4589999999999996,217.46536830000002,7.551,False
422,18/03/2011,69.47,3.488,217.72352259999997,7.551,False
423,25/03/2011,72.94,3.4730000000000003,217.96747050000002,7.551,False
424,01/04/2011,68.76,3.5239999999999996,218.21141839999999,7.574,False
425,08/04/2011,72.55,3.622,218.4553663,7.574,False
426,15/04/2011,75.88,3.7430000000000003,218.6788642,7.574,False
427,22/04/2011,76.91,3.807,218.851237,7.574,False
428,29/04/2011,78.69,3.81,219.0236099,7.574,False
429,06/05/2011,69.45,3.906,219.1959827,7.574,False
430,13/05/2011,79.87,3.8989999999999996,219.36835559999997,7.574,False
431,20/05/2011,75.79,3.907,219.127216,7.574,False
432,27/05/2011,84.41,3.786,218.8860765,7.574,False
433,03/06/2011,84.29,3.699,218.6449369,7.574,False
434,10/06/2011,84.84,3.648,218.4037974,7.574,False
435,17/06/2011,86.96,3.637,218.35517480000001,7.574,False
