,Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
47,1,31/12/2010,48.43,2.943,,,,,,211.4049321,7.837999999999999,True
48,1,07/01/2011,48.27,2.9760000000000004,,,,,,211.40474190000003,7.742000000000001,False
49,1,14/01/2011,35.4,2.983,,,,,,211.4574109,7.742000000000001,False
50,1,21/01/2011,44.04,3.016,,,,,,211.82723430000004,7.742000000000001,False
51,1,28/01/2011,43.83,3.01,,,,,,212.19705770000002,7.742000000000001,False
52,1,04/02/2011,42.27,2.989,,,,,,212.56688119999998,7.742000000000001,False
53,1,11/02/2011,36.39,3.022,,,,,,212.9367046,7.742000000000001,True
54,1,18/02/2011,57.36,3.045,,,,,,213.2478853,7.742000000000001,False
55,1,25/02/2011,62.9,3.065,,,,,,213.535609,7.742000000000001,False
56,1,04/03/2011,59.58,3.2880000000000003,,,,,,213.8233327,7.742000000000001,False
57,1,11/03/2011,53.56,3.4589999999999996,,,,,,214.11105640000002,7.742000000000001,False
58,1,18/03/2011,62.76,3.488,,,,,,214.3627114,7.742000000000001,False
59,1,25/03/2011,69.97,3.4730000000000003,,,,,,214.59993889999998,7.742000000000001,False
60,1,01/04/2011,59.17,3.5239999999999996,,,,,,214.8371664,7.682,False
61,1,08/04/2011,67.84,3.622,,,,,,215.07439390000002,7.682,False
62,1,15/04/2011,71.27,3.7430000000000003,,,,,,215.29185609999996,7.682,False
63,1,22/04/2011,72.99,3.807,,,,,,215.45990530000003,7.682,False
64,1,29/04/2011,72.03,3.81,,,,,,215.62795440000002,7.682,False
65,1,06/05/2011,64.61,3.906,,,,,,215.7960035,7.682,False
66,1,13/05/2011,75.64,3.8989999999999996,,,,,,215.9640526,7.682,False
67,1,20/05/2011,67.63,3.907,,,,,,215.7339202,7.682,False
68,1,27/05/2011,77.72,3.786,,,,,,215.5037878,7.682,False
69,1,03/06/2011,83.0,3.699,,,,,,215.27365530000003,7.682,False
70,1,10/06/2011,83.13,3.648,,,,,,215.04352290000003,7.682,False
71,1,17/06/2011,86.41,3.637,,,,,,214.99805959999998,7.682,False
72,1,24/06/2011,83.58,3.594,,,,,,215.09109819999998,7.682,False
73,1,01/07/2011,85.55,3.5239999999999996,,,,,,215.18413680000003,7.962000000000001,False
74,1,08/07/2011,85.83,3.48,,,,,,215.27717540000003,7.962000000000001,False
75,1,15/07/2011,88.54,3.575,,,,,,215.3611087,7.962000000000001,False
76,1,22/07/2011,85.77,3.6510000000000002,,,,,,215.4222784,7.962000000000001,False
77,1,29/07/2011,86.83,3.682,,,,,,215.4834482,7.962000000000001,False
78,1,05/08/2011,91.65,3.6839999999999997,,,,,,215.544618,7.962000000000001,False
79,1,12/08/2011,90.76,3.638,,,,,,215.6057878,7.962000000000001,False
80,1,19/08/2011,89.94,3.554,,,,,,215.66931069999998,7.962000000000001,False
81,1,26/08/2011,87.96,3.523,,,,,,215.73322579999999,7.962000000000001,False
82,1,02/09/2011,87.83,3.533,,,,,,215.7971409,7.962000000000001,False
83,1,09/09/2011,76.0,3.5460000000000003,,,,,,215.86105600000002,7.962000000000001,True
84,1,16/09/2011,79.94,3.5260000000000002,,,,,,216.0410526,7.962000000000001,False
85,1,23/09/2011,75.8,3.467,,,,,,216.3758246,7.962000000000001,False
86,1,30/09/2011,79.69,3.355,,,,,,216.71059649999998,7.962000000000001,False
87,1,07/10/2011,69.31,3.285,,,,,,217.0453684,7.8660000000000005,False
88,1,14/10/2011,71.74,3.2739999999999996,,,,,,217.3552733,7.8660000000000005,False
89,1,21/10/2011,63.71,3.353,,,,,,217.5159762,7.8660000000000005,False
90,1,28/10/2011,66.57,3.372,,,,,,217.67667909999997,7.8660000000000005,False
91,1,04/11/2011,54.98,3.332,,,,,,217.837382,7.8660000000000005,False
92,1,11/11/2011,59.11,3.2969999999999997,10382.9,6115.67,215.07,2406.62,6551.42,217.99808489999998,7.8660000000000005,False
93,1,18/11/2011,62.25,3.3080000000000003,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.8660000000000005,False
94,1,25/11/2011,60.14,3.236,410.31,98.0,55805.51,8.0,554.92,218.4676211,7.8660000000000005,True
95,1,02/12/2011,48.91,3.1719999999999997,5629.51,68.0,1398.11,2084.64,20475.32,218.7147333,7.8660000000000005,False
96,1,09/12/2011,43.93,3.158,4640.65,19.0,105.02,3639.42,14461.82,218.96184559999998,7.8660000000000005,False
97,1,16/12/2011,51.63,3.159,5011.32,67.0,347.37,225.79,4011.37,219.17945330000003,7.8660000000000005,False
98,1,23/12/2011,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.8660000000000005,False
99,1,30/12/2011,44.55,3.1289999999999996,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.8660000000000005,True
100,1,06/01/2012,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483.0,219.71425809999997,7.348,False
101,1,13/01/2012,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.89252630000001,7.348,False
102,1,20/01/2012,54.11,3.2680000000000002,4139.87,2807.19,33.88,500.62,3400.21,219.98568930000002,7.348,False
103,1,27/01/2012,54.26,3.29,1164.46,1082.74,44.0,11.0,1222.19,220.0788523,7.348,False
104,1,03/02/2012,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,False
105,1,10/02/2012,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.26517830000003,7.348,True
106,1,17/02/2012,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.42575860000002,7.348,False
107,1,24/02/2012,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,False
108,1,02/03/2012,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348,False
109,1,09/03/2012,58.76,3.6689999999999996,10331.04,151.88,6.0,671.43,5509.84,221.05918870000002,7.348,False
110,1,16/03/2012,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.21181319999997,7.348,False
111,1,23/03/2012,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,False
112,1,30/03/2012,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,False
113,1,06/04/2012,70.43,3.891,10121.97,,77.98,3750.59,4510.72,221.43561119999998,7.143,False
114,1,13/04/2012,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,False
115,1,20/04/2012,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.56407369999997,7.143,False
116,1,27/04/2012,67.23,3.8139999999999996,3221.25,,35.49,577.14,6222.25,221.61793680000002,7.143,False
117,1,04/05/2012,75.55,3.7489999999999997,21290.13,,69.89,4977.35,3261.04,221.6718,7.143,False
118,1,11/05/2012,73.77,3.688,8351.4,,10.52,2443.14,3127.88,221.72566319999999,7.143,False
119,1,18/05/2012,70.33,3.63,6154.14,,45.11,1675.49,5508.18,221.74267400000002,7.143,False
120,1,25/05/2012,77.22,3.5610000000000004,4039.39,,745.19,1429.96,3631.13,221.744944,7.143,False
121,1,01/06/2012,77.95,3.5010000000000003,6086.21,12.0,370.51,148.75,3690.85,221.7472139,7.143,False
122,1,08/06/2012,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,False
123,1,15/06/2012,79.35,3.3930000000000002,5621.99,109.6,0.25,2420.28,3083.26,221.76264210000002,7.143,False
124,1,22/06/2012,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.80302110000002,7.143,False
125,1,29/06/2012,84.88,3.286,3965.73,161.6,,435.99,4212.97,221.8434,7.143,False
126,1,06/07/2012,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.88377889999998,6.9079999999999995,False
127,1,13/07/2012,77.12,3.2560000000000002,7218.13,45.2,36.24,3909.38,2596.37,221.92415789999998,6.9079999999999995,False
128,1,20/07/2012,80.42,3.3110000000000004,3213.0,313.72,9.53,2262.02,3228.19,221.9327267,6.9079999999999995,False
129,1,27/07/2012,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.9079999999999995,False
130,1,03/08/2012,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.9079999999999995,False
131,1,10/08/2012,85.05,3.4939999999999998,11436.22,245.0,6.85,6964.26,4836.22,221.9584329,6.9079999999999995,False
132,1,17/08/2012,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.03841090000003,6.9079999999999995,False
133,1,24/08/2012,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.17194569999998,6.9079999999999995,False
134,1,31/08/2012,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.30548050000002,6.9079999999999995,False
135,1,07/09/2012,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.9079999999999995,True
136,1,14/09/2012,74.97,3.717,17212.52,7.0,18.79,1523.11,7992.72,222.58201929999998,6.9079999999999995,False
137,1,21/09/2012,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.9079999999999995,False
138,1,28/09/2012,76.08,3.6660000000000004,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.9079999999999995,False
139,1,05/10/2012,68.55,3.617,8077.89,,18.22,3617.43,3626.14,223.1814772,6.5729999999999995,False
140,1,12/10/2012,62.99,3.6010000000000004,2086.18,,8.11,602.36,5926.45,223.3812965,6.5729999999999995,False
141,1,19/10/2012,67.97,3.594,950.33,,4.93,80.25,2312.85,223.4257233,6.5729999999999995,False
142,1,26/10/2012,69.16,3.5060000000000002,2585.85,31.75,6.0,1057.16,1305.01,223.44425130000002,6.5729999999999995,False
143,1,02/11/2012,55.32,3.386,6766.44,5147.7,50.82,3639.9,2737.42,223.4627793,6.5729999999999995,False
144,1,09/11/2012,61.24,3.3139999999999996,11421.32,3370.89,40.28,4646.79,6154.16,223.48130730000003,6.5729999999999995,False
145,1,16/11/2012,52.92,3.252,9696.28,292.1,103.78,1133.15,6612.69,223.5129105,6.5729999999999995,False
146,1,23/11/2012,56.23,3.2110000000000003,883.59,4.17,74910.32,209.91,303.32,223.56194739999998,6.5729999999999995,True
147,1,30/11/2012,52.34,3.207,2460.03,,3838.35,150.57,6966.34,223.61098419999996,6.5729999999999995,False
148,1,07/12/2012,64.12,3.198,6343.16,,270.0,2928.9,10147.9,223.66002110000002,6.5729999999999995,False
149,1,14/12/2012,48.89,3.168,3504.83,,73.26,1636.8,2779.6,223.7192767,6.5729999999999995,False
150,1,21/12/2012,56.02,3.0980000000000003,8231.71,,274.0,358.15,2834.02,223.8398455,6.5729999999999995,False
151,1,28/12/2012,44.79,3.108,12659.55,37101.13,174.78,74.46,1208.86,223.96041430000002,6.5729999999999995,True
152,1,04/01/2013,41.73,3.161,1214.08,25366.33,15.01,72.36,3940.02,224.080983,6.525,False
153,1,11/01/2013,50.32,3.2430000000000003,6520.24,16134.6,12.17,774.55,4001.25,224.2015518,6.525,False
154,1,18/01/2013,42.92,3.237,3772.69,3559.46,3.88,246.62,1900.4,224.23581319999997,6.525,False
155,1,25/01/2013,53.37,3.227,965.89,1097.91,0.1,225.36,1831.88,224.23555180000002,6.525,False
156,1,01/02/2013,56.46,3.2439999999999998,9290.91,1359.9,265.0,20657.82,972.61,224.2352903,6.525,False
157,1,08/02/2013,56.67,3.417,32355.16,729.8,280.89,20426.61,4671.78,224.23502889999997,6.525,True
158,1,15/02/2013,49.66,3.475,72937.29,6665.52,47.21,13014.67,6310.18,224.2760526,6.525,False
159,1,22/02/2013,50.25,3.597,20107.75,3163.89,42.2,15657.3,5812.86,224.4202895,6.525,False
160,1,01/03/2013,48.01,3.7110000000000003,10610.74,261.46,2.8,25.54,2747.59,224.56452630000004,6.525,False
161,1,08/03/2013,50.81,3.658,5000.58,290.46,78.77,606.15,3697.11,224.70876319999996,6.525,False
162,1,15/03/2013,55.33,3.622,3808.13,,15.65,2616.6,1909.17,224.8356808,6.525,False
163,1,22/03/2013,63.42,3.611,12553.98,,495.1,6787.75,2545.66,224.9193005,6.525,False
164,1,29/03/2013,51.0,3.6060000000000003,13067.46,,384.9,122.93,3903.8,225.0029202,6.525,False
165,1,05/04/2013,58.59,3.583,12872.34,5687.86,485.97,478.04,5092.33,225.08653990000002,6.314,False
166,1,12/04/2013,62.72,3.529,3672.43,932.58,52.86,949.07,2836.64,225.17015959999998,6.314,False
167,1,19/04/2013,67.1,3.451,3530.36,3.95,107.5,458.76,2062.05,225.17015959999998,6.314,False
168,1,26/04/2013,59.23,3.417,2387.72,,98.34,516.28,1421.63,225.17015959999998,6.314,False
169,1,03/05/2013,66.66,3.386,2298.63,2.0,129.9,55.46,1301.04,,,False
170,1,10/05/2013,63.9,3.392,4624.61,83.88,42.38,1618.31,8144.9,,,False
171,1,17/05/2013,69.53,3.4539999999999997,16170.5,92.0,8.32,4127.24,6206.97,,,False
172,1,24/05/2013,77.19,3.4939999999999998,7959.89,178.0,1621.47,3152.57,2938.7,,,False
173,1,31/05/2013,78.02,3.466,2369.77,142.45,475.35,45.55,2056.84,,,False
174,1,07/06/2013,76.44,3.4389999999999996,3514.75,742.59,116.15,1015.44,5137.09,,,False
175,1,14/06/2013,79.86,3.431,12592.32,527.48,402.88,7474.56,2484.44,,,False
176,1,21/06/2013,81.35,3.4789999999999996,8104.02,417.99,327.33,5182.25,3754.44,,,False
177,1,28/06/2013,83.94,3.495,4205.98,796.7,6.84,3816.78,4812.74,,,False
178,1,05/07/2013,79.85,3.4219999999999997,7649.99,3503.29,1766.77,9454.96,1079.89,,,False
179,1,12/07/2013,83.12,3.4,6089.94,1362.42,209.62,2367.42,2651.05,,,False
180,1,19/07/2013,79.26,3.556,3117.04,1060.39,199.05,1012.3,5381.72,,,False
181,1,26/07/2013,81.54,3.62,332.17,673.19,1.0,38.63,1245.2,,,False
182,2,05/02/2010,40.19,2.572,,,,,,210.75260530000003,8.324,False
183,2,12/02/2010,38.49,2.548,,,,,,210.8979935,8.324,True
184,2,19/02/2010,39.69,2.5140000000000002,,,,,,210.9451605,8.324,False
185,2,26/02/2010,46.1,2.5610000000000004,,,,,,210.97595730000003,8.324,False
186,2,05/03/2010,47.17,2.625,,,,,,211.0067542,8.324,False
187,2,12/03/2010,57.56,2.667,,,,,,211.03755099999998,8.324,False
188,2,19/03/2010,54.52,2.72,,,,,,210.8733316,8.324,False
189,2,26/03/2010,51.26,2.7319999999999998,,,,,,210.6766095,8.324,False
190,2,02/04/2010,63.27,2.719,,,,,,210.4798874,8.2,False
191,2,09/04/2010,65.41,2.77,,,,,,210.2831653,8.2,False
192,2,16/04/2010,68.07,2.8080000000000003,,,,,,210.1495463,8.2,False
193,2,23/04/2010,65.11,2.795,,,,,,210.1000648,8.2,False
194,2,30/04/2010,66.98,2.78,,,,,,210.0505833,8.2,False
195,2,07/05/2010,71.28,2.835,,,,,,210.00110180000001,8.2,False
196,2,14/05/2010,73.31,2.8539999999999996,,,,,,209.9984585,8.2,False
197,2,21/05/2010,74.83,2.826,,,,,,210.2768443,8.2,False
198,2,28/05/2010,81.13,2.759,,,,,,210.5552301,8.2,False
199,2,04/06/2010,81.81,2.705,,,,,,210.833616,8.2,False
200,2,11/06/2010,83.4,2.668,,,,,,211.1120018,8.2,False
201,2,18/06/2010,85.81,2.637,,,,,,211.10965430000002,8.2,False
202,2,25/06/2010,86.26,2.653,,,,,,210.9950134,8.2,False
203,2,02/07/2010,82.74,2.6689999999999996,,,,,,210.8803726,8.099,False
204,2,09/07/2010,82.59,2.642,,,,,,210.76573169999998,8.099,False
205,2,16/07/2010,85.32,2.623,,,,,,210.7577954,8.099,False
206,2,23/07/2010,87.66,2.608,,,,,,210.8921319,8.099,False
207,2,30/07/2010,83.49,2.64,,,,,,211.0264684,8.099,False
208,2,06/08/2010,89.53,2.627,,,,,,211.16080490000002,8.099,False
209,2,13/08/2010,89.05,2.6919999999999997,,,,,,211.2951413,8.099,False
210,2,20/08/2010,88.7,2.6639999999999997,,,,,,211.25965860000002,8.099,False
211,2,27/08/2010,87.12,2.6189999999999998,,,,,,211.2241759,8.099,False
212,2,03/09/2010,81.83,2.577,,,,,,211.1886931,8.099,False
213,2,10/09/2010,79.09,2.565,,,,,,211.15321040000003,8.099,True
214,2,17/09/2010,82.05,2.582,,,,,,211.1806415,8.099,False
215,2,24/09/2010,81.79,2.6239999999999997,,,,,,211.2552578,8.099,False
216,2,01/10/2010,69.24,2.603,,,,,,211.3298742,8.163,False
217,2,08/10/2010,63.19,2.633,,,,,,211.4044906,8.163,False
218,2,15/10/2010,65.8,2.72,,,,,,211.4713286,8.163,False
219,2,22/10/2010,68.5,2.725,,,,,,211.5187208,8.163,False
220,2,29/10/2010,66.24,2.716,,,,,,211.5661131,8.163,False
221,2,05/11/2010,57.85,2.6889999999999996,,,,,,211.61350530000004,8.163,False
222,2,12/11/2010,59.69,2.728,,,,,,211.6608975,8.163,False
223,2,19/11/2010,50.81,2.7710000000000004,,,,,,211.5470304,8.163,False
224,2,26/11/2010,62.98,2.735,,,,,,211.4062867,8.163,True
225,2,03/12/2010,49.33,2.708,,,,,,211.265543,8.163,False
226,2,10/12/2010,45.5,2.843,,,,,,211.12479930000003,8.163,False
227,2,17/12/2010,47.55,2.8689999999999998,,,,,,211.06454580000002,8.163,False
228,2,24/12/2010,49.97,2.886,,,,,,211.06465989999998,8.163,False
229,2,31/12/2010,47.3,2.943,,,,,,211.06477400000003,8.163,True
230,2,07/01/2011,44.69,2.9760000000000004,,,,,,211.06488810000002,8.027999999999999,False
231,2,14/01/2011,33.02,2.983,,,,,,211.1176713,8.027999999999999,False
232,2,21/01/2011,41.4,3.016,,,,,,211.48646910000002,8.027999999999999,False
233,2,28/01/2011,42.83,3.01,,,,,,211.8552668,8.027999999999999,False
234,2,04/02/2011,38.25,2.989,,,,,,212.22406459999996,8.027999999999999,False
235,2,11/02/2011,33.19,3.022,,,,,,212.59286239999997,8.027999999999999,True
236,2,18/02/2011,57.83,3.045,,,,,,212.90331150000003,8.027999999999999,False
237,2,25/02/2011,60.8,3.065,,,,,,213.190421,8.027999999999999,False
238,2,04/03/2011,57.77,3.2880000000000003,,,,,,213.47753050000003,8.027999999999999,False
239,2,11/03/2011,52.7,3.4589999999999996,,,,,,213.7646401,8.027999999999999,False
240,2,18/03/2011,62.32,3.488,,,,,,214.0156238,8.027999999999999,False
241,2,25/03/2011,69.42,3.4730000000000003,,,,,,214.25215730000002,8.027999999999999,False
242,2,01/04/2011,55.43,3.5239999999999996,,,,,,214.48869080000003,7.931,False
243,2,08/04/2011,67.0,3.622,,,,,,214.7252242,7.931,False
244,2,15/04/2011,69.48,3.7430000000000003,,,,,,214.9420631,7.931,False
245,2,22/04/2011,69.39,3.807,,,,,,215.10966569999997,7.931,False
246,2,29/04/2011,69.21,3.81,,,,,,215.27726830000003,7.931,False
247,2,06/05/2011,61.48,3.906,,,,,,215.44487090000004,7.931,False
248,2,13/05/2011,74.61,3.8989999999999996,,,,,,215.6124735,7.931,False
249,2,20/05/2011,67.14,3.907,,,,,,215.38347779999998,7.931,False
250,2,27/05/2011,76.42,3.786,,,,,,215.15448219999996,7.931,False
251,2,03/06/2011,83.07,3.699,,,,,,214.92548650000003,7.931,False
252,2,10/06/2011,83.4,3.648,,,,,,214.69649080000002,7.931,False
253,2,17/06/2011,86.53,3.637,,,,,,214.6513538,7.931,False
254,2,24/06/2011,85.17,3.594,,,,,,214.7441108,7.931,False
255,2,01/07/2011,85.69,3.5239999999999996,,,,,,214.83686780000002,7.852,False
256,2,08/07/2011,87.7,3.48,,,,,,214.9296249,7.852,False
257,2,15/07/2011,89.83,3.575,,,,,,215.0134426,7.852,False
258,2,22/07/2011,89.34,3.6510000000000002,,,,,,215.0749122,7.852,False
259,2,29/07/2011,90.07,3.682,,,,,,215.1363819,7.852,False
260,2,05/08/2011,93.34,3.6839999999999997,,,,,,215.1978515,7.852,False
261,2,12/08/2011,91.58,3.638,,,,,,215.25932110000002,7.852,False
262,2,19/08/2011,89.86,3.554,,,,,,215.3229307,7.852,False
263,2,26/08/2011,90.45,3.523,,,,,,215.38689700000003,7.852,False
264,2,02/09/2011,89.64,3.533,,,,,,215.4508632,7.852,False
265,2,09/09/2011,77.97,3.5460000000000003,,,,,,215.5148295,7.852,True
266,2,16/09/2011,78.85,3.5260000000000002,,,,,,215.6944378,7.852,False
267,2,23/09/2011,75.58,3.467,,,,,,216.02823560000002,7.852,False
268,2,30/09/2011,78.14,3.355,,,,,,216.3620333,7.852,False
269,2,07/10/2011,69.92,3.285,,,,,,216.69583109999996,7.441,False
270,2,14/10/2011,71.67,3.2739999999999996,,,,,,217.0048261,7.441,False
271,2,21/10/2011,64.53,3.353,,,,,,217.1650042,7.441,False
272,2,28/10/2011,65.87,3.372,,,,,,217.3251824,7.441,False
273,2,04/11/2011,55.53,3.332,,,,,,217.48536049999998,7.441,False
274,2,11/11/2011,59.33,3.2969999999999997,10797.64,20445.0,443.32,4754.07,4787.16,217.6455387,7.441,False
275,2,18/11/2011,62.01,3.3080000000000003,6490.92,1217.76,152.12,873.82,7656.42,217.86702180000003,7.441,False
276,2,25/11/2011,56.36,3.236,919.71,62.0,77451.26,23.0,1589.43,218.1130269,7.441,True
277,2,02/12/2011,48.74,3.1719999999999997,8010.99,83.47,1897.27,4444.0,28238.93,218.35903190000002,7.441,False
278,2,09/12/2011,41.76,3.158,11472.59,40.0,306.43,4160.55,8899.08,218.605037,7.441,False
279,2,16/12/2011,50.13,3.159,4908.83,61.03,341.49,469.8,4744.27,218.82179280000003,7.441,False
280,2,23/12/2011,46.66,3.112,2971.04,15.18,1501.75,88.76,6437.61,218.9995495,7.441,False
281,2,30/12/2011,44.57,3.1289999999999996,8321.44,92523.94,139.53,1515.4,3027.69,219.1773063,7.441,True
282,2,06/01/2012,46.75,3.157,5886.72,37454.29,121.16,2388.92,7103.97,219.355063,7.057,False
283,2,13/01/2012,45.99,3.261,4414.72,12092.63,98.38,708.18,4245.6,219.53281980000003,7.057,False
284,2,20/01/2012,51.7,3.2680000000000002,6552.26,4355.69,105.97,1703.1,3376.03,219.6258417,7.057,False
285,2,27/01/2012,50.5,3.29,1920.15,1507.56,86.09,43.4,2613.53,219.7188636,7.057,False
286,2,03/02/2012,55.21,3.36,75149.79,3818.85,221.4,48159.86,7423.61,219.81188540000002,7.057,False
287,2,10/02/2012,46.98,3.409,13510.89,6674.42,94.07,14114.9,9577.83,219.90490730000002,7.057,True
288,2,17/02/2012,43.82,3.51,13942.54,14273.24,15.76,4927.14,6650.08,220.06519930000002,7.057,False
289,2,24/02/2012,54.63,3.555,13048.36,12059.1,10.2,5299.73,10380.03,220.27594399999998,7.057,False
290,2,02/03/2012,58.79,3.63,23901.27,2144.7,9.0,9799.63,4929.53,220.4866886,7.057,False
291,2,09/03/2012,57.11,3.6689999999999996,11784.91,368.32,3.0,2498.17,7746.0,220.6974332,7.057,False
292,2,16/03/2012,63.68,3.734,5965.99,230.42,3.0,2650.77,2073.81,220.84984680000002,7.057,False
293,2,23/03/2012,64.01,3.787,6008.98,139.93,6.63,1650.49,5263.08,220.9244858,7.057,False
294,2,30/03/2012,66.83,3.845,14369.3,164.77,17.0,1017.31,3470.49,220.9991248,7.057,False
295,2,06/04/2012,68.43,3.891,12132.59,1.3,32.58,4874.69,5535.13,221.07376380000002,6.891,False
296,2,13/04/2012,68.08,3.891,8994.04,6573.08,20.21,4162.2,1966.38,221.14840279999999,6.891,False
297,2,20/04/2012,65.69,3.877,7311.02,2236.2,33.53,878.07,4080.32,221.2021074,6.891,False
298,2,27/04/2012,67.2,3.8139999999999996,3076.68,,38.32,108.71,2708.9,221.25581200000002,6.891,False
