,Store,Date,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday
54,1,18/02/2011,57.36,3.045,213.2478853,7.742000000000001,False
55,1,25/02/2011,62.9,3.065,213.535609,7.742000000000001,False
56,1,04/03/2011,59.58,3.2880000000000003,213.8233327,7.742000000000001,False
57,1,11/03/2011,53.56,3.4589999999999996,214.11105640000002,7.742000000000001,False
58,1,18/03/2011,62.76,3.488,214.3627114,7.742000000000001,False
59,1,25/03/2011,69.97,3.4730000000000003,214.59993889999998,7.742000000000001,False
60,1,01/04/2011,59.17,3.5239999999999996,214.8371664,7.682,False
61,1,08/04/2011,67.84,3.622,215.07439390000002,7.682,False
62,1,15/04/2011,71.27,3.7430000000000003,215.29185609999996,7.682,False
63,1,22/04/2011,72.99,3.807,215.45990530000003,7.682,False
64,1,29/04/2011,72.03,3.81,215.62795440000002,7.682,False
65,1,06/05/2011,64.61,3.906,215.7960035,7.682,False
66,1,13/05/2011,75.64,3.8989999999999996,215.9640526,7.682,False
67,1,20/05/2011,67.63,3.907,215.7339202,7.682,False
68,1,27/05/2011,77.72,3.786,215.5037878,7.682,False
69,1,03/06/2011,83.0,3.699,215.27365530000003,7.682,False
70,1,10/06/2011,83.13,3.648,215.04352290000003,7.682,False
71,1,17/06/2011,86.41,3.637,214.99805959999998,7.682,False
72,1,24/06/2011,83.58,3.594,215.09109819999998,7.682,False
73,1,01/07/2011,85.55,3.5239999999999996,215.18413680000003,7.962000000000001,False
74,1,08/07/2011,85.83,3.48,215.27717540000003,7.962000000000001,False
75,1,15/07/2011,88.54,3.575,215.3611087,7.962000000000001,False
76,1,22/07/2011,85.77,3.6510000000000002,215.4222784,7.962000000000001,False
77,1,29/07/2011,86.83,3.682,215.4834482,7.962000000000001,False
78,1,05/08/2011,91.65,3.6839999999999997,215.544618,7.962000000000001,False
79,1,12/08/2011,90.76,3.638,215.6057878,7.962000000000001,False
80,1,19/08/2011,89.94,3.554,215.66931069999998,7.962000000000001,False
81,1,26/08/2011,87.96,3.523,215.73322579999999,7.962000000000001,False
82,1,02/09/2011,87.83,3.533,215.7971409,7.962000000000001,False
83,1,09/09/2011,76.0,3.5460000000000003,215.86105600000002,7.962000000000001,True
84,1,16/09/2011,79.94,3.5260000000000002,216.0410526,7.962000000000001,False
85,1,23/09/2011,75.8,3.467,216.3758246,7.962000000000001,False
86,1,30/09/2011,79.69,3.355,216.71059649999998,7.962000000000001,False
87,1,07/10/2011,69.31,3.285,217.0453684,7.8660000000000005,False
88,1,14/10/2011,71.74,3.2739999999999996,217.3552733,7.8660000000000005,False
89,1,21/10/2011,63.71,3.353,217.5159762,7.8660000000000005,False
90,1,28/10/2011,66.57,3.372,217.67667909999997,7.8660000000000005,False
91,1,04/11/2011,54.98,3.332,217.837382,7.8660000000000005,False
92,1,11/11/2011,59.11,3.2969999999999997,217.99808489999998,7.8660000000000005,False
93,1,18/11/2011,62.25,3.3080000000000003,218.2205088,7.8660000000000005,False
94,1,25/11/2011,60.14,3.236,218.4676211,7.8660000000000005,True
95,1,02/12/2011,48.91,3.1719999999999997,218.7147333,7.8660000000000005,False
96,1,09/12/2011,43.93,3.158,218.96184559999998,7.8660000000000005,False
97,1,16/12/2011,51.63,3.159,219.17945330000003,7.8660000000000005,False
98,1,23/12/2011,47.96,3.112,219.3577216,7.8660000000000005,False
99,1,30/12/2011,44.55,3.1289999999999996,219.5359898,7.8660000000000005,True
100,1,06/01/2012,49.01,3.157,219.71425809999997,7.348,False
101,1,13/01/2012,48.53,3.261,219.89252630000001,7.348,False
102,1,20/01/2012,54.11,3.2680000000000002,219.98568930000002,7.348,False
103,1,27/01/2012,54.26,3.29,220.0788523,7.348,False
104,1,03/02/2012,56.55,3.36,220.1720153,7.348,False
105,1,10/02/2012,48.02,3.409,220.26517830000003,7.348,True
106,1,17/02/2012,45.32,3.51,220.42575860000002,7.348,False
107,1,24/02/2012,57.25,3.555,220.636902,7.348,False
108,1,02/03/2012,60.96,3.63,220.8480454,7.348,False
109,1,09/03/2012,58.76,3.6689999999999996,221.05918870000002,7.348,False
110,1,16/03/2012,64.74,3.734,221.21181319999997,7.348,False
111,1,23/03/2012,65.93,3.787,221.2864126,7.348,False
112,1,30/03/2012,67.61,3.845,221.3610119,7.348,False
113,1,06/04/2012,70.43,3.891,221.43561119999998,7.143,False
114,1,13/04/2012,69.07,3.891,221.5102105,7.143,False
115,1,20/04/2012,66.76,3.877,221.56407369999997,7.143,False
116,1,27/04/2012,67.23,3.8139999999999996,221.61793680000002,7.143,False
117,1,04/05/2012,75.55,3.7489999999999997,221.6718,7.143,False
118,1,11/05/2012,73.77,3.688,221.72566319999999,7.143,False
119,1,18/05/2012,70.33,3.63,221.74267400000002,7.143,False
120,1,25/05/2012,77.22,3.5610000000000004,221.744944,7.143,False
121,1,01/06/2012,77.95,3.5010000000000003,221.7472139,7.143,False
122,1,08/06/2012,78.3,3.452,221.7494839,7.143,False
123,1,15/06/2012,79.35,3.3930000000000002,221.76264210000002,7.143,False
124,1,22/06/2012,78.39,3.346,221.80302110000002,7.143,False
125,1,29/06/2012,84.88,3.286,221.8434,7.143,False
126,1,06/07/2012,81.57,3.227,221.88377889999998,6.9079999999999995,False
127,1,13/07/2012,77.12,3.2560000000000002,221.92415789999998,6.9079999999999995,False
128,1,20/07/2012,80.42,3.3110000000000004,221.9327267,6.9079999999999995,False
129,1,27/07/2012,82.66,3.407,221.9412954,6.9079999999999995,False
130,1,03/08/2012,86.11,3.417,221.9498642,6.9079999999999995,False
131,1,10/08/2012,85.05,3.4939999999999998,221.9584329,6.9079999999999995,False
132,1,17/08/2012,84.85,3.571,222.03841090000003,6.9079999999999995,False
133,1,24/08/2012,77.66,3.62,222.17194569999998,6.9079999999999995,False
134,1,31/08/2012,80.49,3.638,222.30548050000002,6.9079999999999995,False
135,1,07/09/2012,83.96,3.73,222.4390153,6.9079999999999995,True
136,1,14/09/2012,74.97,3.717,222.58201929999998,6.9079999999999995,False
137,1,21/09/2012,69.87,3.721,222.7818386,6.9079999999999995,False
138,1,28/09/2012,76.08,3.6660000000000004,222.9816579,6.9079999999999995,False
139,1,05/10/2012,68.55,3.617,223.1814772,6.5729999999999995,False
140,1,12/10/2012,62.99,3.6010000000000004,223.3812965,6.5729999999999995,False
141,1,19/10/2012,67.97,3.594,223.4257233,6.5729999999999995,False
142,1,26/10/2012,69.16,3.5060000000000002,223.44425130000002,6.5729999999999995,False
143,1,02/11/2012,55.32,3.386,223.4627793,6.5729999999999995,False
144,1,09/11/2012,61.24,3.3139999999999996,223.48130730000003,6.5729999999999995,False
145,1,16/11/2012,52.92,3.252,223.5129105,6.5729999999999995,False
146,1,23/11/2012,56.23,3.2110000000000003,223.56194739999998,6.5729999999999995,True
147,1,30/11/2012,52.34,3.207,223.61098419999996,6.5729999999999995,False
148,1,07/12/2012,64.12,3.198,223.66002110000002,6.5729999999999995,False
149,1,14/12/2012,48.89,3.168,223.7192767,6.5729999999999995,False
150,1,21/12/2012,56.02,3.0980000000000003,223.8398455,6.5729999999999995,False
151,1,28/12/2012,44.79,3.108,223.96041430000002,6.5729999999999995,True
152,1,04/01/2013,41.73,3.161,224.080983,6.525,False
153,1,11/01/2013,50.32,3.2430000000000003,224.2015518,6.525,False
154,1,18/01/2013,42.92,3.237,224.23581319999997,6.525,False
155,1,25/01/2013,53.37,3.227,224.23555180000002,6.525,False
156,1,01/02/2013,56.46,3.2439999999999998,224.2352903,6.525,False
157,1,08/02/2013,56.67,3.417,224.23502889999997,6.525,True
158,1,15/02/2013,49.66,3.475,224.2760526,6.525,False
159,1,22/02/2013,50.25,3.597,224.4202895,6.525,False
160,1,01/03/2013,48.01,3.7110000000000003,224.56452630000004,6.525,False
161,1,08/03/2013,50.81,3.658,224.70876319999996,6.525,False
162,1,15/03/2013,55.33,3.622,224.8356808,6.525,False
163,1,22/03/2013,63.42,3.611,224.9193005,6.525,False
164,1,29/03/2013,51.0,3.6060000000000003,225.0029202,6.525,False
165,1,05/04/2013,58.59,3.583,225.08653990000002,6.314,False
166,1,12/04/2013,62.72,3.529,225.17015959999998,6.314,False
167,1,19/04/2013,67.1,3.451,225.17015959999998,6.314,False
168,1,26/04/2013,59.23,3.417,225.17015959999998,6.314,False
169,1,03/05/2013,66.66,3.386,,,False
170,1,10/05/2013,63.9,3.392,,,False
171,1,17/05/2013,69.53,3.4539999999999997,,,False
172,1,24/05/2013,77.19,3.4939999999999998,,,False
173,1,31/05/2013,78.02,3.466,,,False
174,1,07/06/2013,76.44,3.4389999999999996,,,False
175,1,14/06/2013,79.86,3.431,,,False
176,1,21/06/2013,81.35,3.4789999999999996,,,False
177,1,28/06/2013,83.94,3.495,,,False
178,1,05/07/2013,79.85,3.4219999999999997,,,False
179,1,12/07/2013,83.12,3.4,,,False
180,1,19/07/2013,79.26,3.556,,,False
181,1,26/07/2013,81.54,3.62,,,False
182,2,05/02/2010,40.19,2.572,210.75260530000003,8.324,False
183,2,12/02/2010,38.49,2.548,210.8979935,8.324,True
184,2,19/02/2010,39.69,2.5140000000000002,210.9451605,8.324,False
185,2,26/02/2010,46.1,2.5610000000000004,210.97595730000003,8.324,False
186,2,05/03/2010,47.17,2.625,211.0067542,8.324,False
187,2,12/03/2010,57.56,2.667,211.03755099999998,8.324,False
188,2,19/03/2010,54.52,2.72,210.8733316,8.324,False
189,2,26/03/2010,51.26,2.7319999999999998,210.6766095,8.324,False
190,2,02/04/2010,63.27,2.719,210.4798874,8.2,False
191,2,09/04/2010,65.41,2.77,210.2831653,8.2,False
192,2,16/04/2010,68.07,2.8080000000000003,210.1495463,8.2,False
193,2,23/04/2010,65.11,2.795,210.1000648,8.2,False
194,2,30/04/2010,66.98,2.78,210.0505833,8.2,False
195,2,07/05/2010,71.28,2.835,210.00110180000001,8.2,False
196,2,14/05/2010,73.31,2.8539999999999996,209.9984585,8.2,False
197,2,21/05/2010,74.83,2.826,210.2768443,8.2,False
198,2,28/05/2010,81.13,2.759,210.5552301,8.2,False
199,2,04/06/2010,81.81,2.705,210.833616,8.2,False
200,2,11/06/2010,83.4,2.668,211.1120018,8.2,False
201,2,18/06/2010,85.81,2.637,211.10965430000002,8.2,False
202,2,25/06/2010,86.26,2.653,210.9950134,8.2,False
203,2,02/07/2010,82.74,2.6689999999999996,210.8803726,8.099,False
204,2,09/07/2010,82.59,2.642,210.76573169999998,8.099,False
205,2,16/07/2010,85.32,2.623,210.7577954,8.099,False
206,2,23/07/2010,87.66,2.608,210.8921319,8.099,False
207,2,30/07/2010,83.49,2.64,211.0264684,8.099,False
208,2,06/08/2010,89.53,2.627,211.16080490000002,8.099,False
209,2,13/08/2010,89.05,2.6919999999999997,211.2951413,8.099,False
210,2,20/08/2010,88.7,2.6639999999999997,211.25965860000002,8.099,False
211,2,27/08/2010,87.12,2.6189999999999998,211.2241759,8.099,False
212,2,03/09/2010,81.83,2.577,211.1886931,8.099,False
213,2,10/09/2010,79.09,2.565,211.15321040000003,8.099,True
214,2,17/09/2010,82.05,2.582,211.1806415,8.099,False
215,2,24/09/2010,81.79,2.6239999999999997,211.2552578,8.099,False
216,2,01/10/2010,69.24,2.603,211.3298742,8.163,False
217,2,08/10/2010,63.19,2.633,211.4044906,8.163,False
218,2,15/10/2010,65.8,2.72,211.4713286,8.163,False
219,2,22/10/2010,68.5,2.725,211.5187208,8.163,False
220,2,29/10/2010,66.24,2.716,211.5661131,8.163,False
221,2,05/11/2010,57.85,2.6889999999999996,211.61350530000004,8.163,False
222,2,12/11/2010,59.69,2.728,211.6608975,8.163,False
223,2,19/11/2010,50.81,2.7710000000000004,211.5470304,8.163,False
224,2,26/11/2010,62.98,2.735,211.4062867,8.163,True
225,2,03/12/2010,49.33,2.708,211.265543,8.163,False
226,2,10/12/2010,45.5,2.843,211.12479930000003,8.163,False
227,2,17/12/2010,47.55,2.8689999999999998,211.06454580000002,8.163,False
228,2,24/12/2010,49.97,2.886,211.06465989999998,8.163,False
229,2,31/12/2010,47.3,2.943,211.06477400000003,8.163,True
230,2,07/01/2011,44.69,2.9760000000000004,211.06488810000002,8.027999999999999,False
231,2,14/01/2011,33.02,2.983,211.1176713,8.027999999999999,False
232,2,21/01/2011,41.4,3.016,211.48646910000002,8.027999999999999,False
233,2,28/01/2011,42.83,3.01,211.8552668,8.027999999999999,False
234,2,04/02/2011,38.25,2.989,212.22406459999996,8.027999999999999,False
235,2,11/02/2011,33.19,3.022,212.59286239999997,8.027999999999999,True
236,2,18/02/2011,57.83,3.045,212.90331150000003,8.027999999999999,False
237,2,25/02/2011,60.8,3.065,213.190421,8.027999999999999,False
238,2,04/03/2011,57.77,3.2880000000000003,213.47753050000003,8.027999999999999,False
239,2,11/03/2011,52.7,3.4589999999999996,213.7646401,8.027999999999999,False
240,2,18/03/2011,62.32,3.488,214.0156238,8.027999999999999,False
241,2,25/03/2011,69.42,3.4730000000000003,214.25215730000002,8.027999999999999,False
242,2,01/04/2011,55.43,3.5239999999999996,214.48869080000003,7.931,False
243,2,08/04/2011,67.0,3.622,214.7252242,7.931,False
244,2,15/04/2011,69.48,3.7430000000000003,214.9420631,7.931,False
245,2,22/04/2011,69.39,3.807,215.10966569999997,7.931,False
246,2,29/04/2011,69.21,3.81,215.27726830000003,7.931,False
247,2,06/05/2011,61.48,3.906,215.44487090000004,7.931,False
248,2,13/05/2011,74.61,3.8989999999999996,215.6124735,7.931,False
249,2,20/05/2011,67.14,3.907,215.38347779999998,7.931,False
250,2,27/05/2011,76.42,3.786,215.15448219999996,7.931,False
251,2,03/06/2011,83.07,3.699,214.92548650000003,7.931,False
252,2,10/06/2011,83.4,3.648,214.69649080000002,7.931,False
253,2,17/06/2011,86.53,3.637,214.6513538,7.931,False
254,2,24/06/2011,85.17,3.594,214.7441108,7.931,False
255,2,01/07/2011,85.69,3.5239999999999996,214.83686780000002,7.852,False
256,2,08/07/2011,87.7,3.48,214.9296249,7.852,False
257,2,15/07/2011,89.83,3.575,215.0134426,7.852,False
258,2,22/07/2011,89.34,3.6510000000000002,215.0749122,7.852,False
259,2,29/07/2011,90.07,3.682,215.1363819,7.852,False
260,2,05/08/2011,93.34,3.6839999999999997,215.1978515,7.852,False
261,2,12/08/2011,91.58,3.638,215.25932110000002,7.852,False
262,2,19/08/2011,89.86,3.554,215.3229307,7.852,False
263,2,26/08/2011,90.45,3.523,215.38689700000003,7.852,False
264,2,02/09/2011,89.64,3.533,215.4508632,7.852,False
265,2,09/09/2011,77.97,3.5460000000000003,215.5148295,7.852,True
266,2,16/09/2011,78.85,3.5260000000000002,215.6944378,7.852,False
267,2,23/09/2011,75.58,3.467,216.02823560000002,7.852,False
268,2,30/09/2011,78.14,3.355,216.3620333,7.852,False
269,2,07/10/2011,69.92,3.285,216.69583109999996,7.441,False
270,2,14/10/2011,71.67,3.2739999999999996,217.0048261,7.441,False
271,2,21/10/2011,64.53,3.353,217.1650042,7.441,False
272,2,28/10/2011,65.87,3.372,217.3251824,7.441,False
273,2,04/11/2011,55.53,3.332,217.48536049999998,7.441,False
274,2,11/11/2011,59.33,3.2969999999999997,217.6455387,7.441,False
275,2,18/11/2011,62.01,3.3080000000000003,217.86702180000003,7.441,False
276,2,25/11/2011,56.36,3.236,218.1130269,7.441,True
277,2,02/12/2011,48.74,3.1719999999999997,218.35903190000002,7.441,False
278,2,09/12/2011,41.76,3.158,218.605037,7.441,False
279,2,16/12/2011,50.13,3.159,218.82179280000003,7.441,False
280,2,23/12/2011,46.66,3.112,218.9995495,7.441,False
281,2,30/12/2011,44.57,3.1289999999999996,219.1773063,7.441,True
282,2,06/01/2012,46.75,3.157,219.355063,7.057,False
283,2,13/01/2012,45.99,3.261,219.53281980000003,7.057,False
284,2,20/01/2012,51.7,3.2680000000000002,219.6258417,7.057,False
285,2,27/01/2012,50.5,3.29,219.7188636,7.057,False
286,2,03/02/2012,55.21,3.36,219.81188540000002,7.057,False
287,2,10/02/2012,46.98,3.409,219.90490730000002,7.057,True
288,2,17/02/2012,43.82,3.51,220.06519930000002,7.057,False
289,2,24/02/2012,54.63,3.555,220.27594399999998,7.057,False
290,2,02/03/2012,58.79,3.63,220.4866886,7.057,False
291,2,09/03/2012,57.11,3.6689999999999996,220.6974332,7.057,False
292,2,16/03/2012,63.68,3.734,220.84984680000002,7.057,False
293,2,23/03/2012,64.01,3.787,220.9244858,7.057,False
294,2,30/03/2012,66.83,3.845,220.9991248,7.057,False
295,2,06/04/2012,68.43,3.891,221.07376380000002,6.891,False
296,2,13/04/2012,68.08,3.891,221.14840279999999,6.891,False
297,2,20/04/2012,65.69,3.877,221.2021074,6.891,False
298,2,27/04/2012,67.2,3.8139999999999996,221.25581200000002,6.891,False
299,2,04/05/2012,76.73,3.7489999999999997,221.30951659999997,6.891,False
300,2,11/05/2012,73.87,3.688,221.36322119999997,6.891,False
301,2,18/05/2012,71.27,3.63,221.380331,6.891,False
302,2,25/05/2012,78.19,3.5610000000000004,221.3828029,6.891,False
303,2,01/06/2012,78.38,3.5010000000000003,221.38527480000002,6.891,False
304,2,08/06/2012,78.69,3.452,221.38774669999998,6.891,False
305,2,15/06/2012,80.56,3.3930000000000002,221.4009901,6.891,False
306,2,22/06/2012,81.04,3.346,221.4411622,6.891,False
307,2,29/06/2012,86.32,3.286,221.48133430000004,6.891,False
308,2,06/07/2012,84.2,3.227,221.52150640000002,6.565,False
309,2,13/07/2012,80.17,3.2560000000000002,221.5616784,6.565,False
310,2,20/07/2012,83.23,3.3110000000000004,221.5701123,6.565,False
311,2,27/07/2012,86.37,3.407,221.5785461,6.565,False
312,2,03/08/2012,90.22,3.417,221.58697990000002,6.565,False
313,2,10/08/2012,88.55,3.4939999999999998,221.59541380000002,6.565,False
314,2,17/08/2012,84.79,3.571,221.67514590000002,6.565,False
315,2,24/08/2012,76.91,3.62,221.80835180000003,6.565,False
316,2,31/08/2012,82.64,3.638,221.94155759999998,6.565,False
317,2,07/09/2012,87.65,3.73,222.0747635,6.565,True
318,2,14/09/2012,75.88,3.717,222.2174395,6.565,False
319,2,21/09/2012,71.09,3.721,222.41693619999998,6.565,False
320,2,28/09/2012,79.45,3.6660000000000004,222.61643289999998,6.565,False
321,2,05/10/2012,70.27,3.617,222.8159296,6.17,False
322,2,12/10/2012,60.97,3.6010000000000004,223.01542630000003,6.17,False
323,2,19/10/2012,68.08,3.594,223.0598077,6.17,False
324,2,26/10/2012,69.79,3.5060000000000002,223.0783366,6.17,False
325,2,02/11/2012,56.4,3.386,223.09686549999998,6.17,False
326,2,09/11/2012,61.9,3.3139999999999996,223.1153944,6.17,False
327,2,16/11/2012,52.72,3.252,223.1469028,6.17,False
328,2,23/11/2012,58.06,3.2110000000000003,223.19571729999998,6.17,True
329,2,30/11/2012,52.64,3.207,223.2445318,6.17,False
330,2,07/12/2012,64.19,3.198,223.2933463,6.17,False
331,2,14/12/2012,47.69,3.168,223.3523969,6.17,False
332,2,21/12/2012,55.14,3.0980000000000003,223.4728642,6.17,False
333,2,28/12/2012,41.56,3.108,223.5933316,6.17,True
334,2,04/01/2013,39.12,3.161,223.7137989,6.237,False
335,2,11/01/2013,47.42,3.2430000000000003,223.83426630000002,6.237,False
336,2,18/01/2013,40.98,3.237,223.86882000000003,6.237,False
337,2,25/01/2013,51.33,3.227,223.86900830000002,6.237,False
338,2,01/02/2013,54.75,3.2439999999999998,223.8691966,6.237,False
339,2,08/02/2013,56.08,3.417,223.8693849,6.237,True
340,2,15/02/2013,48.92,3.475,223.9106714,6.237,False
341,2,22/02/2013,48.16,3.597,224.05470319999998,6.237,False
342,2,01/03/2013,46.08,3.7110000000000003,224.198735,6.237,False
343,2,08/03/2013,51.12,3.658,224.3427668,6.237,False
344,2,15/03/2013,55.14,3.622,224.46943900000002,6.237,False
345,2,22/03/2013,59.97,3.611,224.55271209999998,6.237,False
346,2,29/03/2013,50.54,3.6060000000000003,224.6359852,6.237,False
347,2,05/04/2013,58.3,3.583,224.7192583,6.112,False
348,2,12/04/2013,61.23,3.529,224.80253140000002,6.112,False
349,2,19/04/2013,67.05,3.451,224.80253140000002,6.112,False
350,2,26/04/2013,58.13,3.417,224.80253140000002,6.112,False
351,2,03/05/2013,65.26,3.386,,,False
352,2,10/05/2013,63.51,3.392,,,False
353,2,17/05/2013,70.55,3.4539999999999997,,,False
354,2,24/05/2013,76.83,3.4939999999999998,,,False
355,2,31/05/2013,78.05,3.466,,,False
356,2,07/06/2013,76.2,3.4389999999999996,,,False
357,2,14/06/2013,80.91,3.431,,,False
358,2,21/06/2013,81.11,3.4789999999999996,,,False
359,2,28/06/2013,85.37,3.495,,,False
360,2,05/07/2013,79.48,3.4219999999999997,,,False
361,2,12/07/2013,85.41,3.4,,,False
362,2,19/07/2013,79.16,3.556,,,False
363,2,26/07/2013,83.17,3.62,,,False
364,3,05/02/2010,45.71,2.572,214.4248812,7.367999999999999,False
365,3,12/02/2010,47.93,2.548,214.57479159999997,7.367999999999999,True
366,3,19/02/2010,47.07,2.5140000000000002,214.61988680000002,7.367999999999999,False
367,3,26/02/2010,52.05,2.5610000000000004,214.6475127,7.367999999999999,False
368,3,05/03/2010,53.04,2.625,214.6751386,7.367999999999999,False
369,3,12/03/2010,63.08,2.667,214.70276459999997,7.367999999999999,False
370,3,19/03/2010,60.42,2.72,214.5301219,7.367999999999999,False
371,3,26/03/2010,57.06,2.7319999999999998,214.3241011,7.367999999999999,False
372,3,02/04/2010,65.56,2.719,214.11808030000003,7.343,False
373,3,09/04/2010,68.0,2.77,213.91205950000003,7.343,False
374,3,16/04/2010,66.98,2.8080000000000003,213.7726889,7.343,False
375,3,23/04/2010,67.87,2.795,213.72218519999998,7.343,False
376,3,30/04/2010,70.24,2.78,213.6716815,7.343,False
377,3,07/05/2010,73.47,2.835,213.6211778,7.343,False
378,3,14/05/2010,77.18,2.8539999999999996,213.6196139,7.343,False
379,3,21/05/2010,75.81,2.826,213.9116886,7.343,False
380,3,28/05/2010,78.6,2.759,214.2037634,7.343,False
381,3,04/06/2010,78.53,2.705,214.49583819999998,7.343,False
382,3,11/06/2010,82.1,2.668,214.78791299999997,7.343,False
383,3,18/06/2010,83.52,2.637,214.78582590000002,7.343,False
384,3,25/06/2010,83.79,2.653,214.6660741,7.343,False
385,3,02/07/2010,82.2,2.6689999999999996,214.54632220000002,7.346,False
386,3,09/07/2010,81.75,2.642,214.4265704,7.346,False
387,3,16/07/2010,84.32,2.623,214.41764759999998,7.346,False
388,3,23/07/2010,83.32,2.608,214.55649680000005,7.346,False
389,3,30/07/2010,82.04,2.64,214.695346,7.346,False
390,3,06/08/2010,85.13,2.627,214.8341952,7.346,False
391,3,13/08/2010,86.74,2.6919999999999997,214.97304440000002,7.346,False
392,3,20/08/2010,88.02,2.6639999999999997,214.9314191,7.346,False
393,3,27/08/2010,86.15,2.6189999999999998,214.8897938,7.346,False
394,3,03/09/2010,84.16,2.577,214.8481685,7.346,False
395,3,10/09/2010,80.84,2.565,214.8065431,7.346,True
396,3,17/09/2010,82.36,2.582,214.83224840000003,7.346,False
397,3,24/09/2010,76.9,2.6239999999999997,214.90845159999998,7.346,False
398,3,01/10/2010,73.6,2.603,214.9846548,7.564,False
399,3,08/10/2010,66.99,2.633,215.060858,7.564,False
400,3,15/10/2010,69.71,2.72,215.1293114,7.564,False
401,3,22/10/2010,71.64,2.725,215.17838999999998,7.564,False
402,3,29/10/2010,72.04,2.716,215.22746859999998,7.564,False
403,3,05/11/2010,62.94,2.6889999999999996,215.2765472,7.564,False
404,3,12/11/2010,62.79,2.728,215.32562579999998,7.564,False
405,3,19/11/2010,57.72,2.7710000000000004,215.2074519,7.564,False
406,3,26/11/2010,68.71,2.735,215.06140249999999,7.564,True
407,3,03/12/2010,53.76,2.708,214.9153531,7.564,False
408,3,10/12/2010,51.13,2.843,214.7693037,7.564,False
409,3,17/12/2010,52.2,2.8689999999999998,214.704919,7.564,False
